Sample	CSM5FZ4A	CSM5FZ4E	CSM5FZ4G	CSM5FZ4K	CSM5MCTZ	CSM5MCU8	CSM5MCUA	CSM5MCUC	CSM5MCUE	CSM5MCUG	CSM5MCUK	CSM5MCUQ	CSM5MCUS	CSM5MCUW	CSM5MCUY	CSM5MCWM	CSM5MCXB	CSM5MCYI	CSM5MCYM	CSM5MCYO	CSM5MCYQ	CSM5MCYU	CSM67U9H	CSM67U9P	CSM67U9R	CSM67U9T	CSM67UEP	CSM67UET	CSM67UEW	CSM67UF1	CSM6J2H9	CSM79HGD	CSM79HGF	CSM79HGH	CSM79HGJ	CSM79HGL	CSM79HGN	CSM79HGR	CSM79HGV	CSM79HM5	CSM79HM9	CSM79HNG	CSM79HPM	CSM79HPQ	CSM79HQR	CSM79HQT	CSM7CZ2F	CSM7KOMR	CSM7KOMV	CSM7KONS	CSM7KONW	CSM7KONY	CSM7KOQ5	CSM7KOU7	CSM7KOUJ	ESM5GEYU	ESM5GEZ1	ESM5GEZ3	ESM5GEZ4	ESM5GEZ6	ESM5GEZA	ESM5ME9H	ESM5MEA7	ESM5MEA9	ESM5MEAB	ESM5MEBP	ESM5MEC7	ESM5MEEJ	HSM5MD43	HSM5MD44	HSM5MD47	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5Z	HSM5MD6E	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD82	HSM5MD87	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8H	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM6XRQC	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ1T	HSM7CZ2J	HSM7CZ2L	HSM7CZ2X	HSM7J4JT	HSM7J4JV	HSMA33J1	HSMA33P2	MSM5LLFK	MSM5LLFM	MSM5LLFO	MSM5LLFU	MSM5LLHV	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2N6	MSM6J2PQ	MSM79H52	MSM79H8J	MSM79H94	MSM79H9U	MSM79HCN	MSM79HD6	MSM79HD8	MSM79HF1	MSM9VZFJ	MSM9VZJF	MSM9VZMQ	MSM9VZN4	MSM9VZNV	PSM6XBSE	PSM6XBSG	PSM6XBTZ	PSM7J19X	PSM7J1C2
C5004__NODE_86_length_103190_cov_15.651001__37048__other__ANTISMASH__0_37048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.563734003137231	0.514899923392049	0	1.08273842906175	2.52564749004139	6.75042029776394	0.91022880341543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5004__NODE_229_length_60358_cov_7.022802__43633__arylpolyene__ANTISMASH__13730_57363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.10754780904178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5002__NODE_91_length_99443_cov_281.607__41137__resorcinol__ANTISMASH__50072_91209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.3940829841693	32.6238997738737	32.2668409174237	0	0	0	57.7401219929246	0	0	0	24.8662861093123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.416626295684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.51697488824878	0	0
C5002__NODE_779_length_19114_cov_5.7067__19114__nrps__ANTISMASH__0_19114	0	0	0	0	0	0	0	0	0	0	0	0.660889341697013	6.08893839713803	5.59972213908331	6.9323047393914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93248361614602	1.07478277326165	0	0	0	0	0	2.26902429590367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.692207331912647	0	0	0	0	0	0	0	0	0	0	0	4.13488941830623	0	0	0	0	0	0.804551198008839	0	2.11427085757899	4.52601708652942	0	0	0	0	0	0	0	0	0	0	0	1.31733463346717	0	0	0	0	0	0	0	0	0	0.6008859779521	0	0	0	0	0	0	0	0.882019012104917	0	0	2.85499789781702	0	0	0	0	0	0	0	0	0	0	0
C5002__NODE_325_length_42949_cov_9.85723__22529__bacteriocin__ANTISMASH__20420_42949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5085919648013	2.00006542024945	1.08814895879275	0	0	0	0.42518021417857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5002__NODE_1740_length_9491_cov_3.73103__9491__bacteriocin__ANTISMASH__0_9491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51854662536065	0.987983528346911	0.596068531952747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7153821177053	0
C5002__NODE_118_length_86686_cov_12.5945__54403__arylpolyene__ANTISMASH__32283_86686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11889993089959	1.52912615259538	0.87893438597616	0.799519507709383	1.56125926037193	2.882547507874	0	0	0	0.996326985876008	0	0.811290099712926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92681476819695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44042665929241	1.35507220221574	0	0	0	0	0	0	0	0	0	0	0	0.602212651625696	0	0	0	0	0	0	1.37118329836237	0	1.06792717153353	1.48638076556376	0	0	0	1.51191675378668	0	0
C5001__NODE_756_length_19253_cov_573.129__19251__bacteriocin__ANTISMASH__2_19253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.34093955143331	1854.27558010203	3.70835629006863	0	0	0	1450.9885761106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5001__NODE_38_length_119651_cov_41.1725__25138__thiopeptide__ANTISMASH__0_25138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80814891984753	0	0	0	0	0	5.19571781741097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53644683704299	0	0	0	0	0	2.0019626519664	0.580075640256024	0	0	0	0	0	0	0	0	0	0	0	0	2.00607978639829	0	0.896851182676052	0	0	0	0	1.46371788161279	0	1.42029517593193	0	0	0	0	0	0	0	0	0	0	0	1.52443159861637	0	0	0	0	0	0	0	0	0	0	1.51031374270507	0	2.85924974271208	0	3.83270725626367	0	0.412542006755401	0	0	0	0	0	11.6888789355348	0	0	0	0	0	0	0	0	0	0
C4044__NODE_557_length_13259_cov_5.315738__13259__arylpolyene__ANTISMASH__0_13259	5.67494530009196	21.2549120650066	21.0157537901591	13.599808270136	3.02647261038449	1.92863863502058	4.66403062696277	832.951748236671	4.25295075695299	3.27203108737346	2.51569907408629	0	0	0	0	15.4771290303937	1.59085751753397	0	6.73660295606241	1.74736991977196	1.71109178250112	0	1.51927771478978	0	5.48813161988674	18.0990718153491	0	0	0	1.68129879206445	0	4.01749084466393	3.78017997154869	3.51183087409837	0	4.98646002305454	1997.71357159715	0	2.38446186143628	3.08995260408996	1.21401604865362	8.06878756349874	0	1.1068064316402	0	0	1.95821966720858	0	1.53714510316048	0	1.72042462652966	0	0	4.98167652271088	0	0	0	0	898.968673849052	2.62670071552987	3.77148974904396	0	2.87847611017983	5.14521690726571	8.1754432887207	0	1.52810061659621	3.1967088247076	27.0203742724776	0	0	2.00657200485222	1.64005897497589	1570.88935590139	1.21955134120501	1.06836984814476	0	17.2011874378608	9.56871959513395	10.1384300733642	3.50601357413976	5.64884646521266	5.99298697109017	0	11.6615251366626	6.53280443980815	0	0	13.547442444749	0	1.82441960312515	0	6.29180835017068	5.48101676537131	2.81573521385897	1.17647987806334	0.90801263658026	3.34161239628804	0	1.07524347394431	0	3.39280759495131	1.89762831237285	1.77414562915389	2.22074498368803	2.51724313074797	0	1.45985851992389	0	0	0	1.50124324363927	0	0	1.98417831143444	0	0	5.51654045545637	0.958033812888112	0	1.54764625213606	1705.9220883949	0	0	0	0	0	7.91218043059992	0	2.22954611946447	0	0	0	2.92499370630833	0	0	0	3.38441161281589	0.728826730051967	0	6.49244938728903	0	0	5.1777300717125	8.12320605565677	3.48546579291369	3.06681248517718	0	0	0
C4038__NODE_976_length_7636_cov_9.82206__7636__lantipeptide__ANTISMASH__0_7636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91594624402534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4031__NODE_81_length_56480_cov_53.2511__26752__nrps__ANTISMASH__29728_56480	33.1356717021886	8.62989126405387	86.0894346202078	6.94156328470471	13.9335938684355	19.2676086939579	28.6243054366405	19.8864297570714	24.2009594624636	16.7346803947497	15.5181153587114	0.995890684464545	1.80361146318852	1.49495576123858	88.5581104001962	7.89218747272124	6.93376738211589	0	14.0074385879381	12.1342868885057	0	0	0.957473801857451	0	9.99380451409315	32.8541191158533	0	0	0	0	0	6.65974884115834	4.56872540243266	4.88614033379474	0	339.5319052231	1.8846826817704	0	0	0	4.66014294990611	48.413543075926	0	0	0	0	34.7702179021804	0	0	0	5.83180583184714	0	0	22.1183729248611	31.4289791740292	0	0	0	23.4389745108867	18.5330639779626	26.9215888810721	0	309.871705604282	6.70920698636211	8.07658525390748	0	50.5685474050225	28.1874465237616	0	0	0	18.9951457780955	13.9733388388248	8.59751471613117	140.571501276346	6.92412232524687	0	0	0	0	15.9367722233275	14.733036442636	25.2679457828407	8.55754146676139	10.0420080579059	14.0800297337648	11.0010710303129	178.12092282647	0	2.71310682583725	10.9331287423187	3.80399590681764	26.404306699457	56.1131291532067	8.11785574973992	10.9169233515511	11.8528177367604	17.4181787480685	19.0243451140408	6.56962928351963	157.778313091043	0	13.5915684847586	39.601906020141	19.1635164294143	15.9570801737443	12.1690766193865	9.15111598086511	0	15.3410310339323	2.30394426114547	5.45134852866336	0	6.45032874926288	0	14.6410006062751	3.92006450264273	0	0	3.00678618137068	183.515007018272	12.1803442960272	0	0	0	0	5.47288923777225	4.65007469197852	0	0	0	0	3.60412846349533	20.286424074266	5.85486701124002	1.38999919528337	0	50.4006780940631	4.69416517696224	0	18.8034748476211	0	18.5744944761575	0	6.95752204978709	0	12.530839853955	19.9016725510208	0	0
C4028__NODE_64_length_51856_cov_19.2296__25704__lassopeptide__ANTISMASH__26152_51856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4317188440106	0	0	0	0	0	0	0	0
C4028__NODE_530_length_13513_cov_6.54362__10391__bacteriocin__ANTISMASH__3122_13513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.746465877923055	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999955572590044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4028__NODE_1107_length_6770_cov_849.186__6770__resorcinol__ANTISMASH__0_6770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.1451136753599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.3523612103396	24.346061940557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4027__NODE_961_length_7458_cov_21.741186__7458__resorcinol__ANTISMASH__0_7458	524.597506754354	0	0	0	0	11.5033854581955	527.989982407298	31.3474676696333	15.8471256167479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.50844512427398	0	0	0	20.0523828202221	0	0	0	0	0	0	0	0	0	81.1917527020873	0	0	0	0	0	0	0	0	0	0	0	0	0	111.162093211563	0	0	0	0	0	0	0	0	0	0	0	3.85752916302149	205.000674239397	3.6497216452415	0	10.1649652081966	0	0	0	0	0	0	0	0	2.57303641218283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783.896789983936	0	0	0	0	0	0	0	0	1845.50863171433	7.26118053849351	6.61985333070197	0	0	3.89816524628821	0	0	0	15.3688866464659	0	0	0	0	0	0	18.5813356512315	0	0	14.6290180190828	0	56.7698074555417	0	0	239.057216751026	0	0
C4024__NODE_6_length_229380_cov_96.1905__41140__resorcinol__ANTISMASH__76837_117977	18.0719907603914	25.8472743181362	15.0851910309275	18.0105596193203	0	8.82893455806774	16.2015796542285	7.60230352957248	11.7434348840499	0	0	18.3405285958287	12.2461335037113	20.4935805080193	21.8939844140376	18.677293004696	0	0	0.739452404634932	0.657649233641324	0	2.04314968520815	1.17223455976471	5.69184618073356	27.9133782965025	0	0	0	0	0	8.54048442006869	5.70953868709106	9.9904773027858	11.8691840916814	33.6439054171991	2.4779902148444	2.13908664245445	0	0.522136453574368	0	1.23821990595435	0	3.27659062470572	3.09045486835326	0	0	0	0	0	0.883334262779194	14.2496984396641	0	0	13.7860484112796	0	0	0	0	0	0	0	0	4.43150843974363	0.946337971904614	0	0	2.24466781863158	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6847330957933	0.990088236860939	2.21606305061815	0.662119561306178	0	0	2.3080279035589	1.79004632018986	0	1.55373065988626	13.9003949512548	0	24.8035277983167	109.510838409043	0	0	0	0	9.85475119592418	0	0	0	0	0	0	0	0	2.96861471320506	3.90049324202654	5.46423669021571	3.1921094247684	3.01930780183814	0	0	0	0	0	0	2.71797327232059	0	0	0	0	0	0	0	27.4325040254453	16.3150038403491	0	0	0	1.27147166990831	0	0	0	0	0	2.00423604637496	0	1.45923699532661	0	0	0	0	0	5.23285728969827	1.14559907061561	0	0	0
C4024__NODE_1972_length_5817_cov_7.7789__5817__arylpolyene__ANTISMASH__0_5817	4.23552828019552	14.5636638339023	14.8147824734621	9.21489697345035	2.41052090754461	1.24416493921871	3.98300786076702	2.93932125861824	3.15883433738382	2.56776733898459	1.66487826899779	0	0	0	0	11.819761354382	5.13518164533872	1.53946060571846	7.86790264621187	1.89787953314827	2.98168666463013	0	0.973873435778179	0	3.25765434054989	15.9633618029191	1.50783511148573	4.02509086917801	0.94957988183543	3.54976707179607	3.22435666182236	2.71614305357029	2.09675848456301	2.31461332370656	0	4.64504828678658	2.1470032312338	0	2.0454907253803	7.07996949085387	1.13354028559694	6.31044302477378	0	0	0	2.15515460347806	0.968384868743608	1.86358558259386	7.40312890724077	0	1.25279032248334	0	0	3.15799056903798	0.690626742109391	0	0	0	2.30878881692161	1.46411383295595	2.98988819517939	0	2.25028260273363	1.8586419266474	1.88653021599414	0	5.59428919196696	2.52315214689183	16.3856285549709	0	0	1.08275042982073	1.10724628419574	0	0.771083596199802	0	0	12.6684725519333	7.36266596034287	6.55234262394225	2.52876135606059	3.58050805793545	4.78104778878968	4.7111032086019	6.80235242030894	4.48239967318317	2.01043729663229	1.12130340823249	8.96282322790842	1.40238672049479	7.73089789640026	1.3432276755938	4.66924618223564	6.39083621028789	6.98869932555547	0	0.430911686672516	1.65806069285107	5.42515757433615	1.54002700868927	0	0	0.865073192152366	0	1.3218225542664	1.18407460715194	0	4.15149455070586	0	2.54050465700429	1.54792972282377	3.49945751291305	3.24402065067672	2.9261036712171	1.72520311184611	0	0	4.10512358372756	0.855530933888597	0	1.26534665015467	1.75905587980964	3.21348614625243	3.90602446126849	3.66928070780534	3.50298904196594	0	6.0186102490525	0	2.02095117824439	0	0	0	1.82618976418146	0	0	0	1.46634900584848	0.802125018080258	0	3.66732284163033	0	3.22449290945324	2.98451332210627	3.21601304743594	1.99398203939252	2.22351006503767	0.971282999349997	0	0
C4023__NODE_434_length_14440_cov_19.1691__14440__resorcinol__ANTISMASH__0_14440	0	0	0	0	13.5947369576605	0	0	0	0	13.147266444267	11.4509363897137	0	0	0	0	0	0	0	0	0	0	0	286.353633482831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559.991678852064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.9718863220864	0	0	0	0	0	0	0	0	0	0	0	0	0	558.447335376381	0	0	0	0	0	0
C4023__NODE_31_length_61144_cov_22.4134__32224__resorcinol__ANTISMASH__28920_61144	0	31.5508869595785	18.1952238540171	21.5177945754213	0	0	0	0	0	0	0	19.94025216509	13.5701451299188	22.7546721728972	24.4525059846791	22.3536634188693	0	0	0.569082591614188	0.579043451700255	0	0	1.03163640664058	4.93264090707972	23.7846697343899	0	0	0	0	0	14.7120318589076	4.94981332788796	8.56754742826249	10.1915335866671	28.3033817819617	2.03331746176095	1.94742931539693	0	0.440319034540336	0	1.17658801165513	0	2.79832168278379	2.54102912736468	0	0	0	0	0	0	12.086351742455	0	0	15.5865953785022	0	0	0	0	0	0	0	0	3.81500142643407	0.833280872825943	0	0	2.41048475937033	0	0	0	0	0	0	0	0	0	0	0	0	0	13.361673032191	1.1478192434318	2.43179261821035	0.695905265421581	0	0	2.24964454198573	1.77602865004169	0	1.5388734665119	14.1125353108816	0	30.3474874627956	81.7557874201529	0	0	0	0	9.66895485870563	0	0	0	0	0	0	0	0	3.03485663254935	3.97320132280009	5.44212300352392	3.14062003639024	3.09833890785461	0	0	0	0	0	0	3.44084465723803	0	0	0	0	0	0	0	32.4544656941468	13.1398271620281	0	0	0	1.32043301853745	0	0	0	0	0	2.34523274792573	0.29988560122142	2.17137683140471	0	0	0	0	0	4.6548366282507	0.984212520341353	0	0	0
C4022__NODE_2044_length_6009_cov_3.58247__6009__lantipeptide__ANTISMASH__0_6009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5583082162837	30.2984370701577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.1733376327179	31.0325624817909	0	0	0	0	0	0	0	5.17898705006575	81.7079781277643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.8476743514193	40.1742480465284	0	0	0	0	0	0	0	0	127.905626083216	0	0	11.5866872640138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.7155028250036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4022__NODE_181_length_31289_cov_28.8536__31289__resorcinol__ANTISMASH__0_31289	27.1844195178657	0	0	0	0	14.9172558957507	36.2598089935059	27.7507155375265	14.6785964495249	0	0	0	0	0	0	0	0	0	0	2.82436488150249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33352499235729	0	0	0	18.4545051648068	0	0	0	0	0	0	0	0	0	74.6096242088311	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1323744249315	0	0	0	0	0	0	0	0	0	0	0	4.91165869499874	4.67601099395057	2.07084086455451	0	13.4238193299678	0	0	0	0	0	0	0	0	0	116.771962328615	0	0	0	0	5.01654302798615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.484772888566	0	0	0	0	0	0	6.17144428714322	29.2199870855943	21.1483764869299	22.2660047317815	22.6025049900932	0	5.93516045798059	4.2516659983089	3.35180931948872	0	0	23.5303335193004	0	0	0	0	0	0	12.0188283546305	0	3.8645289619278	16.8144208889751	0	44.4132616759473	0	0	5.11273969512211	0	0
C4017__NODE_565_length_16567_cov_31.8996__16567__other__ANTISMASH__0_16567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818.466962204497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0251084572893	0	0	0	0	0	0	0	0
C4015__NODE_7_length_130863_cov_12.2854__24198__lassopeptide__ANTISMASH__91931_116129	0	0	0	0	0.789114809583747	0	0	0	0	1.7157109001209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.665409411170796	0	0.452947515508243	0	0	0	0	0	0	0	0	0	0	0	0.684715483320304	0	0	0	0	0	0.761735736219625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.673148711931629	0	0.893511101567544	0	0	0	0	0	0	1.34775082297772	0	0	0	0	0	0	0	0	0	0	0	0	0
C4015__NODE_585_length_15840_cov_7.4394__15840__nrps__ANTISMASH__0_15840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15274788898838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4015__NODE_218_length_29761_cov_7.16044__27787__t1pks__ANTISMASH__1974_29761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41001040909088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
