Sample	CSM5FZ3N	CSM5FZ3R	CSM5FZ3T	CSM5FZ3V	CSM5FZ3X	CSM5FZ3Z	CSM5FZ42	CSM5FZ44	CSM5FZ46	CSM5FZ4C	CSM5LLGB	CSM5MCU4	CSM5MCV1	CSM5MCV5	CSM5MCVB	CSM5MCVD	CSM5MCVF	CSM5MCVJ	CSM5MCVV	CSM5MCVZ	CSM5MCW4	CSM5MCWA	CSM5MCWI	CSM5MCWK	CSM5MCXF	CSM5MCXX	CSM5MCXZ	CSM5YRY7	CSM67U9V	CSM67U9X	CSM67UAI	CSM67UB5	CSM67UB7	CSM67UB9	CSM67UCU	CSM6J2H9	CSM79HG7	CSM79HGR	CSM79HGV	CSM79HH2	CSM79HHW	CSM79HJ2	CSM79HJ4	CSM79HJ6	CSM79HJ8	CSM79HJC	CSM79HJI	CSM79HNY	CSM7CZ2F	CSM7KOKH	CSM7KOKL	CSM7KOKP	CSM7KOQP	CSM7KOQZ	CSM7KOR4	CSM7KOR8	ESM5GEYU	ESM5GEYW	ESM5GEYX	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEB9	ESM5MEBA	ESM5MEBP	ESM5MEDP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM718U9	ESM7F5AE	HSM5FZBP	HSM5FZBQ	HSM5FZBR	HSM5FZC2	HSM5MD3L	HSM5MD49	HSM5MD4A	HSM5MD4B	HSM5MD4P	HSM5MD4U	HSM5MD4W	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5H	HSM5MD5K	HSM5MD5X	HSM5MD5Z	HSM5MD6E	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD7W	HSM5MD7Z	HSM5MD82	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8F	HSM5MD8H	HSM5MD8J	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM5MEE5	HSM67VCX	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM67VIJ	HSM6XRQB	HSM6XRQC	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYWS	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ2J	HSM7CZ2L	HSM7CZ2V	HSM7J4JW	HSM7J4Q3	HSMA33J1	HSMA33NG	MSM5FZ9N	MSM5FZ9Q	MSM5FZ9V	MSM5FZ9X	MSM5FZA2	MSM5LLD6	MSM5LLE3	MSM5LLE9	MSM5LLF2	MSM5LLFG	MSM5LLGD	MSM5LLGF	MSM5LLGH	MSM5LLGJ	MSM5LLGN	MSM5LLGR	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHE	MSM5LLHG	MSM5LLHI	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHX	MSM5LLI2	MSM5LLI4	MSM5LLI6	MSM5LLI8	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLII	MSM5LLIK	MSM5LLIM	MSM5LLIS	MSM5ZOJY	MSM633FF	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2PQ	MSM6J2RG	MSM79H52	MSM79H8J	MSM79H94	MSM79HBX	MSM79HCN	MSM9VZFJ	MSM9VZJJ	MSM9VZLX	MSM9VZM4	MSM9VZMQ	PSM6XBQM	PSM6XBRK	PSM6XBRM	PSM6XBS2	PSM6XBS4	PSM6XBS6	PSM6XBSC	PSM6XBTF	PSM6XBTH	PSM6XBTJ	PSM6XBTN	PSM6XBTZ	PSM6XBVY	PSM7J13U	PSM7J13Y	PSM7J143	PSM7J149	PSM7J19X	PSM7J1B3	PSM7J1BN	PSM7J1CK	PSM7J1CS	PSMA2651
V1.CD6.4__NODE_127_length_71057_cov_8.47168__14799__lantipeptide__ANTISMASH__56258_71057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53240535719536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16591426710337	0	0	0	0	1.85020910551185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10793629228846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD42.0__NODE_990_length_28192_cov_30.5339__28192__ladderane__ANTISMASH__0_28192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69439011180858	8.85945349823156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD42.0__NODE_2860_length_11958_cov_6.16424__11958__lantipeptide__ANTISMASH__0_11958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15663720818089	0	0	0	0	0	0	0	0	0	0	0	0.503468054081608	0	0	1.47714155105914	0	0	0	0	4.34780373731831	0	0	0	0	0	0	0	0	0	0	0	0.566622415028805	0	0.591893962827204	2.08235730377952	0	0	0	0	0	0	0	0	0	0	0	0.834122165861098	0.379226238364906	0	1.43910465745366	0	0	0	0	0	0.87064716585325	0	0	0	2.11302497650725	0.999494237905805	0	0	0.642510247500935	0	0	0	0	0.889739887495357	0	1.27269386371121	1.24939112158002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58185383063725	1.07853097113319	0	0	0	0	0	0	0	0	0	0	0	4.7443663278548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99902722393225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.470100589751242	0	4.99205734123161	0	0.675379767226861	0	0	0	0	0	2.34701149977167	0	0	0	0	0	0	1.43184207336845	0	0	0	0	2.55890180387751	0	0	0.467726073428562	0	0	0	1.42089326987036	0	0	0	0	0	0.517302959264148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD42.0__NODE_1823_length_17721_cov_4.4267__17721__lantipeptide__ANTISMASH__0_17721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.953682943764474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.966150105468973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD41.0__NODE_943_length_35244_cov_101.614__30625__resorcinol__ANTISMASH__0_30625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0952088500455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75710182854605	3.04622884186107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.4105172996573	0	0	0	0	0	0
V1.CD41.0__NODE_43_length_139509_cov_97.9643__53525__nrps__ANTISMASH__80787_134312	0	0	0	0	2.22518424310744	0.96220590961857	0	0	0.868127755060971	0	0.263788244670281	0	11.0544303887025	0	8.97445125219975	0	0	0.555329737545237	3.13210240220696	0	0	14.5994388037176	0.833614626149209	0	0	0.633473710210871	0	0	0	0	18.4180568178819	0	0	0	0	0	0	0	0	0.450355566949367	0	0	0	0	0	0	7.70916578215864	0	0	0	0	0	6.60657151798377	0	0	0	2.50805451883293	0	0	0.410394450743732	1.27646713801676	0	0	0	0	0.842318215377243	0	0	0	0	0	0	2.64989863516308	0	1.68644147646352	0	0	0	0	1.93348781566907	0	0	0	1.68833094687996	0.656506179004177	6.58655262799932	0.317451284969845	0.368734238239446	0	12.8466284172256	0	0	0	0	0	0	0	0	0	0	0	0	0.581615506818147	1.07213769458137	0	0	1.57596874241504	0	0	0	0	0	0	0	0	0	0.480809930821957	0.794263433327138	7.50852242466702	1.65892050690256	0	0	0	0.573809497522526	0	0	4.28480880823548	0	3.3608185911633	9.9247746528451	6.80287222303741	0	0	0	0	0	0	0	0	4.89811251734927	1.43022879654727	0.563350864843353	0	0	0	0	0	23.3780472398216	0	0.715428825028127	0.479294476452625	0	1.19372811909268	0	5.68043153660138	0	0	0	0	0	0	0.34712596505859	0	0	0	0.798981506471961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.887973397673545	0	0.74038342974586	0	0	0	0	0	0	0	0	0	0	3.3734733636828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11802663856163	16.1288548028022	16.9653232168265	0	0	0
V1.CD41.0__NODE_3206_length_12450_cov_111.015__11725__bacteriocin__ANTISMASH__725_12450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.784539979073158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.495270217201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08213840454466	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43363168988947	0	0	0	0	0	0	2.67533962207554	0	0	1.32824623477889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15457572179618	0.941833585774194	0.682283007815824	0	0	0	0	0	0	0	5.67549567325857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90475337852467	0	3.82029343586009	17.6288505752739	0	4.5604408665135	6.87134431739205	3.39565689951346	0	2.34281329875334	0	0	0	0	0	0	0	0	0	3.32374690935762	0	0
V1.CD41.0__NODE_2475_length_16182_cov_2.60662__16182__other__ANTISMASH__0_16182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07619453156362	2.77264550191188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD41.0__NODE_147_length_95504_cov_10.0701__39311__bacteriocin-arylpolyene__ANTISMASH__41138_80449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.471765580197008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD41.0__NODE_109_length_105688_cov_4.31867__42571__other__ANTISMASH__20202_62773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282756729968854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.519941103158804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD41.0__NODE_100_length_108541_cov_8.66845__100392__otherks-transatpks__ANTISMASH__0_100392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4814651595841	2.50570031622363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD38.0__NODE_831_length_35758_cov_10.3844__35758__nrps__ANTISMASH__0_35758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63819441922532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD38.0__NODE_6830_length_6184_cov_4.7998__6184__nrps__ANTISMASH__0_6184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48174534818431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33700019228512	0	0	0	0	0	0.419209544994797	0	0	0	0	0	0	0	0.358229322797612	0	1.57624544836246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.567759426290896	0.558850300503864	0.575508900508432	0	0	0	0	0	0	0	0.566484350256814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.633144849010179	0.978405613338043	0	0	0.512611136901539	0	0	0	0	0	0	0	2.3131280213299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68281818466657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.766610798767094	0	0	0	0	0	0	1.17685684234271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3738037572658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD38.0__NODE_418_length_53580_cov_12.3473__35847__arylpolyene__ANTISMASH__0_35847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08834785652837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD38.0__NODE_2_length_378362_cov_7.25396__30136__terpene__ANTISMASH__348226_378362	0	0	0	1.14950741311321	0	0	0	0	0	5.89550092750109	0	0	0	0	0	0.99924226630524	3.68694914558686	0	1.02142978288841	0	0	1.02169901090618	0	0	0	0	0	0.722592747871886	0	0	0	0	0	0	0	0	0	3.68154433123563	0.44811543340636	0	0	0	0	9.70850811961458	0	0	0	3.10572625865599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.80201811311318	0	0	0	0	0	0	0	0	0	0	0	0.364071734968813	0	0	0	0	0	0	0	1.25617728674249	0	0	0	0	0	0	0	0	0	0	0	2.6433854104548	0.886703914900223	0	0	5.26981744107797	0.360618495487463	9.21751036353723	0	0	2.15540073201975	0	3.58697715984006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.0818700902308	14.8883662752897	2.19817359778406	0	0	0	0	0.647694892670205	0	0	0	0	0	0	0	0	0	0	0	1.08115011271195	2.83654575162739	1.19215413874681	0	0	0	0	0	0	0	0.874788807618883	0	0	0	0	0	0	0	0	27.4015795805694	0	0	0	0	0	0	0	1.15966748693007	7.8402945409843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD38.0__NODE_1836_length_19343_cov_4.46936__19343__other__ANTISMASH__0_19343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71857646364233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD36.0__NODE_839_length_38782_cov_4.06035__38782__arylpolyene__ANTISMASH__0_38782	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77567966956974	1.2571762527644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18430612218976	0	1.24374724251448	1.61790042271032	0	0	0	0	0	0	0	0	3.30119957835326	1.15773891537005	0	1.16893522765349	1.82127592084617	0	0	0	1.5245837151408	2.00123331348027	0.588244603382618	0	1.33397435658898	0.991351855168373	1.06121207202078	0	0	0	0	3.61571853722804	1.49069360764991	0	0	2.74003417676426	0	0	0.935622251226568	0	0	0	0	0	0.639799593324591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03589569072969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27227100242384	0	2.18740314036311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04020589612886	0	0	0	0	0	0	1.44600676022754	1.58051070795134	0	0	0	0	0	0	0	0.755051989906933	0.44050918320402	0	0	0	0.708571825119429	0	4.28869871205246	0	1.65638083018068	0	1.44724747185388	0	1.65630142450921	2.2522802773868	0	0	0	0	0	0	0	0	0	0	1.59575825790682	0	0	0	0	0	0	0	0	0	0	0
V1.CD36.0__NODE_441_length_59544_cov_19.0451__25820__nrps__ANTISMASH__33724_59544	0.65812062278816	0.880590212039693	0	0	0	0	0	0	0	0	1.60426094456184	0	0	0	0	0.466509139231212	0	0	0	0	0	3.02480466777047	0	0	0	0	0	0	0	0.597600334547234	0	0	0	0	0	0.715002878839897	0	0	0	0	0	0.862026937908014	0	0	0.611316205919799	0	0	0	0	0	0	0	0	0	0	0	0	0.952905397341675	1.15903043909919	0	0	0	0.390499341790351	0	0	0	0	0	0	0	0	1.04266895011932	0	0	0	0	0	0	3.60716546037716	1.8132321852375	0	0	0.788687134652302	0	0	0	0	0	0	1.20296667176079	0	0	1.67393973203854	0	0	0.743572427932221	1.45806772321808	0	0	0.574575539364983	0	0	0.923427317534245	0	0.93239634016298	0	0	2.95468808342971	0	0	0.397922668641206	0.514083278041216	0	0	0	0	0	0	0	0	0	1.95076918675132	0	0	0	0	0	0	0	0	1.61652262769518	1.49575350678066	0	1.11318218219241	0	0	0	0	0	0	0	0	0	1.01558191134318	0	0	1.57828024567183	0	0	4.2636431520367	1.50738342973645	0	6.61629534875602	0	0	1.38421340446037	0	0	0	0	0.372399057893104	0.904169247156137	0	0	0	0	0	0	0	0	0	0.805769595439252	0	0	0	0	0	1.28990480247925	0	0	0	0	0.69848206921236	0	2.16047384384126	0	0.892031476707914	0	1.02642428757418	0	0	1.47075098712601	0.564860675124005	0	0	0	0	0	0	0	0	0	0.758282156282837	0	0	1.62995635591884	0	0.601302825878614	0.477409498873147	0.812296168412125	0	0.591179658097383	0	0	0	0	0	0	0	0	0	0.606427728729741	0	0
V1.CD36.0__NODE_2801_length_13423_cov_22.0976__13423__lantipeptide__ANTISMASH__0_13423	0	0	0	0	0	0	0	0	0	0	1.12773704843513	0	0	0	0	0	0	0	0	0	0.877683497393025	0	0	0	0	0	0	0	0	0.75902653989832	0	0.58220723386441	0.861980965186958	0	0	0	0	0	0	0	0	1.6167788871779	0	0	0.927507146099115	0.430866097509845	1.36494494604748	0	0	0.355642868844632	0	1.68411745153429	1.24987272296088	0	0	0	0.52721516681147	0	0	0	0	0	0	0	0	0	0	1.71762026093077	0	0.716293301404085	1.75200655240484	0.540966997731547	0	0.562755621981808	0	0	0	0	0	2.86590569947667	0	0	0	1.31155192645296	0	0	0	0	0	0	0	0	0.772423995447816	0	0	0	0.783918622854666	0	0	0	0	0	0.633856246348434	0	0	0	0	7.08112149060981	0	0	0	0.687301177995201	0	0	0	0	0	0	0	1.65712885977712	0	1.02834744573676	0	0	0.465675957954633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25098928699622	0	2.20002122838713	3.82897494448145	0	4.34139398344496	0	0	0.943012354034488	0	0.294174556180773	0	0	0.407532803679243	1.10830769443554	0	0	0	0	0	0	0	0.316275377113145	0	0.549349158603419	0	0	0	0	0	0	0	0	0	0.890302521744259	1.25574741319975	0	3.86514331361199	0	0.86252774549241	0	0	7.10687135505214	0	0	0	0	0	0	0	0	0	0	0	0	0.157657152157234	0	0	0.835645804570981	0	0	0.497656649798907	0	0	0	0	2.21407299016691	1.31356535703338	0.920196464952358	0.440768406553861	0	0	0	0	0	0	0
V1.CD35.1__NODE_3453_length_6346_cov_2.92879__6346__lantipeptide__ANTISMASH__0_6346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.06864614834087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
