sseqid	slen	sstart	send	qseqid	qlen	qstart	qend	pident	evalue	Sample
A206BNABXX:4:6:14649:67075#GGCTACAT/2	87	3	82	smNRPS-CB	5945	2986	3065	98.75	2.12e-30	V1.CD20.4
B201TPABXX:3:66:6486:195097#GGCTACAT/1	85	85	1	smNRPS-CB	5945	5250	5336	97.701	4.56e-32	V1.CD20.4
A206BNABXX:4:48:6685:5103#GGCTACAT/1	87	86	1	smNRPS-CB	5945	5469	5554	97.674	4.56e-32	V1.CD20.4
B201TPABXX:3:26:20083:15943#GGCTACAT/1	87	1	87	smNRPS-CB	5945	42	128	97.701	1.27e-32	V1.CD20.4
B201TPABXX:3:61:12265:176051#GGCTACAT/2	87	1	84	smNRPS-CB	5945	5384	5467	98.81	1.27e-32	V1.CD20.4
A206BNABXX:4:24:6076:27958#GGCTACAT/2	87	87	1	smNRPS-CB	5945	1519	1605	97.701	1.27e-32	V1.CD20.4
A206BNABXX:4:64:2768:152259#GGCTACAT/1	87	1	87	smNRPS-CB	5945	5258	5344	97.701	1.27e-32	V1.CD20.4
B201TPABXX:3:2:20783:80686#GGCTACAT/2	87	1	87	smNRPS-CB	5945	1630	1716	98.851	2.7200000000000002e-34	V1.CD20.4
B201TPABXX:3:25:4734:117161#GGCTACAT/1	87	87	1	smNRPS-CB	5945	327	413	98.851	2.7200000000000002e-34	V1.CD20.4
B201TPABXX:3:43:2568:37266#GGCTACAT/1	87	1	87	smNRPS-CB	5945	5082	5168	98.851	2.7200000000000002e-34	V1.CD20.4
B201TPABXX:3:63:4046:13552#GGCTACAT/1	87	87	3	smNRPS-CB	5945	762	846	100	7.57e-35	V1.CD20.4
B201TPABXX:3:25:17485:43786#GGCTACAT/1	87	1	87	smNRPS-CB	5945	1579	1665	100	5.85e-36	V1.CD20.4
B201TPABXX:3:67:16243:20751#GGCTACAT/1	87	1	87	smNRPS-CB	5945	5760	5846	100	5.85e-36	V1.CD20.4
A206BNABXX:4:4:20346:155465#GGCTACAT/2	87	87	1	smNRPS-CB	5945	5054	5140	100	5.85e-36	V1.CD20.4
A206BNABXX:4:46:8718:2568#GGCTACAT/2	87	87	1	smNRPS-CB	5945	1592	1678	100	5.85e-36	V1.CD20.4
A2026YABXX:4:63:15248:53795#ACTTGAA/1	39	1	39	smNRPS-CC	5875	1881	1919	97.436	8.58e-8	V1.CD21.0
A2026YABXX:4:63:3472:14114#ACTTGAA/2	43	1	43	smNRPS-CC	5875	678	720	100	1.1e-11	V1.CD21.0
A2026YABXX:4:63:21012:43434#ACTTGAA/1	44	44	1	smNRPS-CC	5875	2725	2768	100	3.06e-12	V1.CD21.0
A2026YABXX:4:6:12451:101669#ACTTGAA/1	48	1	48	smNRPS-CC	5875	649	696	97.917	8.52e-13	V1.CD21.0
A2026YABXX:4:61:20172:194280#ACTTGAA/1	48	48	1	smNRPS-CC	5875	416	463	97.917	8.52e-13	V1.CD21.0
A2026YABXX:4:7:4986:31995#ACTTGAA/2	55	55	1	smNRPS-CC	5875	2310	2364	96.364	5.09e-15	V1.CD21.0
A2026YABXX:4:63:2180:123071#ACTTGAA/2	50	1	49	smNRPS-CC	5875	648	696	100	5.09e-15	V1.CD21.0
A2026YABXX:4:7:3602:194089#ACTTGAA/1	53	53	1	smNRPS-CC	5875	5555	5607	98.113	1.42e-15	V1.CD21.0
A2026YABXX:4:21:19786:69937#ACTTGAA/1	53	53	1	smNRPS-CC	5875	2931	2983	98.113	1.42e-15	V1.CD21.0
A2026YABXX:4:43:12877:157569#ACTTGAA/2	55	1	55	smNRPS-CC	5875	1861	1915	98.182	1.09e-16	V1.CD21.0
A2026YABXX:4:41:4582:160915#ACTTGAA/2	57	57	1	smNRPS-CC	5875	2724	2780	98.246	8.46e-18	V1.CD21.0
A2026YABXX:4:43:3579:46699#ACTTGAA/1	57	57	1	smNRPS-CC	5875	5098	5154	98.246	8.46e-18	V1.CD21.0
A2026YABXX:4:61:20602:18932#ACTTGAA/1	54	54	1	smNRPS-CC	5875	627	680	100	8.46e-18	V1.CD21.0
A2026YABXX:4:1:5851:10943#ACTTGAA/2	55	1	55	smNRPS-CC	5875	642	696	100	2.35e-18	V1.CD21.0
A2026YABXX:4:24:10412:187266#ACTTGAA/1	57	57	1	smNRPS-CC	5875	4563	4619	100	1.82e-19	V1.CD21.0
A2026YABXX:4:62:13022:47984#ACTTGAA/1	60	1	60	smNRPS-CC	5875	2116	2175	98.333	1.82e-19	V1.CD21.0
B201LRABXX:4:26:20391:197130#ACTTGAA/2	64	1	64	smNRPS-CC	5875	1875	1938	96.875	5.06e-20	V1.CD21.0
A2026YABXX:4:23:18901:76864#ACTTGAA/1	65	65	1	smNRPS-CC	5875	583	647	96.923	1.41e-20	V1.CD21.0
A2026YABXX:4:44:9426:172746#ACTTGAA/1	68	68	1	smNRPS-CC	5875	2314	2381	95.588	1.41e-20	V1.CD21.0
A2026YABXX:4:61:17769:87741#ACTTGAA/2	71	68	1	smNRPS-CC	5875	2308	2375	97.059	3.02e-22	V1.CD21.0
A2026YABXX:4:67:16026:11625#ACTTGAA/2	71	1	71	smNRPS-CC	5875	4286	4356	98.592	1.4e-25	V1.CD21.0
A2026YABXX:4:65:20457:161890#ACTTGAA/2	69	69	1	smNRPS-CC	5875	644	712	100	3.88e-26	V1.CD21.0
B201LRABXX:4:47:2103:145720#ACTTGAA/2	71	1	71	smNRPS-CC	5875	626	696	100	3e-27	V1.CD21.0
A2026YABXX:4:42:11907:82482#ACTTGAA/2	71	1	71	smNRPS-CC	5875	1224	1294	100	3e-27	V1.CD21.0
A2026YABXX:4:3:15776:69417#ACTTGAA/1	72	1	72	smNRPS-CC	5875	625	696	100	8.34e-28	V1.CD21.0
A2026YABXX:4:4:10351:166002#ACTTGAA/2	86	3	86	smNRPS-CC	5875	3588	3671	95.238	8.34e-28	V1.CD21.0
B201LRABXX:4:6:12119:165643#ACTTGAA/2	86	86	1	smNRPS-CC	5875	528	614	95.402	6.45e-29	V1.CD21.0
B201LRABXX:4:27:7968:93137#ACTTGAA/1	86	83	1	smNRPS-CC	5875	4858	4940	96.386	6.45e-29	V1.CD21.0
B201LRABXX:4:41:14372:195834#ACTTGAA/1	74	1	74	smNRPS-CC	5875	623	696	100	6.45e-29	V1.CD21.0
B201LRABXX:4:48:14669:107924#ACTTGAA/1	86	1	86	smNRPS-CC	5875	3236	3321	95.349	6.45e-29	V1.CD21.0
A2026YABXX:4:25:3393:54058#ACTTGAA/2	86	86	1	smNRPS-CC	5875	1356	1441	95.349	6.45e-29	V1.CD21.0
A2026YABXX:4:23:13901:89384#ACTTGAA/2	75	1	75	smNRPS-CC	5875	3370	3444	100	1.79e-29	V1.CD21.0
A2026YABXX:4:44:7805:110301#ACTTGAA/1	81	1	81	smNRPS-CC	5875	615	695	97.531	1.79e-29	V1.CD21.0
A2026YABXX:4:24:18514:87496#ACTTGAA/1	82	82	1	smNRPS-CC	5875	5001	5082	97.561	4.99e-30	V1.CD21.0
B201LRABXX:4:26:6719:102593#ACTTGAA/1	86	7	86	smNRPS-CC	5875	2661	2740	98.75	1.39e-30	V1.CD21.0
B201LRABXX:4:45:18601:91102#ACTTGAA/1	86	1	86	smNRPS-CC	5875	511	596	96.512	1.39e-30	V1.CD21.0
B201LRABXX:4:65:15467:10622#ACTTGAA/1	86	86	1	smNRPS-CC	5875	2690	2775	96.512	1.39e-30	V1.CD21.0
A2026YABXX:4:7:3314:136226#ACTTGAA/1	86	86	1	smNRPS-CC	5875	522	607	96.512	1.39e-30	V1.CD21.0
A2026YABXX:4:8:7489:44113#ACTTGAA/2	86	86	1	smNRPS-CC	5875	622	707	96.512	1.39e-30	V1.CD21.0
A2026YABXX:4:22:8870:198608#ACTTGAA/2	86	1	86	smNRPS-CC	5875	2318	2403	96.512	1.39e-30	V1.CD21.0
A2026YABXX:4:23:9763:2519#ACTTGAA/1	86	86	1	smNRPS-CC	5875	2316	2401	96.512	1.39e-30	V1.CD21.0
A2026YABXX:4:25:8854:141058#ACTTGAA/1	80	1	80	smNRPS-CC	5875	4282	4361	98.75	1.39e-30	V1.CD21.0
A2026YABXX:4:61:6313:37368#ACTTGAA/2	86	1	86	smNRPS-CC	5875	2315	2400	96.512	1.39e-30	V1.CD21.0
A2026YABXX:4:21:15399:121731#ACTTGAA/1	86	86	1	smNRPS-CC	5875	2307	2392	96.512	1.39e-30	V1.CD21.0
A2026YABXX:4:7:12111:117424#ACTTGAA/1	86	86	6	smNRPS-CC	5875	477	557	98.765	3.85e-31	V1.CD21.0
A2026YABXX:4:45:4826:119669#ACTTGAA/2	81	1	81	smNRPS-CC	5875	2698	2778	98.765	3.85e-31	V1.CD21.0
B201LRABXX:4:48:14669:107924#ACTTGAA/2	86	86	2	smNRPS-CC	5875	3466	3550	97.647	1.07e-31	V1.CD21.0
A2026YABXX:4:8:15357:154537#ACTTGAA/1	86	1	85	smNRPS-CC	5875	1892	1976	97.647	1.07e-31	V1.CD21.0
B201LRABXX:4:41:11125:45490#ACTTGAA/2	86	1	86	smNRPS-CC	5875	4908	4993	97.674	2.98e-32	V1.CD21.0
B201LRABXX:4:65:9068:131650#ACTTGAA/1	86	86	1	smNRPS-CC	5875	4302	4387	97.674	2.98e-32	V1.CD21.0
B201LRABXX:4:67:7697:169151#ACTTGAA/1	86	1	86	smNRPS-CC	5875	2308	2393	97.674	2.98e-32	V1.CD21.0
A2026YABXX:4:4:12386:114823#ACTTGAA/2	86	1	86	smNRPS-CC	5875	4244	4329	97.674	2.98e-32	V1.CD21.0
A2026YABXX:4:27:11170:114845#ACTTGAA/2	80	80	1	smNRPS-CC	5875	330	409	100	2.98e-32	V1.CD21.0
A2026YABXX:4:42:12910:95878#ACTTGAA/2	86	1	86	smNRPS-CC	5875	565	650	97.674	2.98e-32	V1.CD21.0
A2026YABXX:4:43:12345:199394#ACTTGAA/2	86	86	1	smNRPS-CC	5875	660	745	97.674	2.98e-32	V1.CD21.0
A2026YABXX:4:46:20031:94149#ACTTGAA/1	86	1	86	smNRPS-CC	5875	574	659	97.674	2.98e-32	V1.CD21.0
A2026YABXX:4:46:9895:110135#ACTTGAA/1	86	1	86	smNRPS-CC	5875	4266	4351	97.674	2.98e-32	V1.CD21.0
A2026YABXX:4:48:19009:114191#ACTTGAA/1	86	1	86	smNRPS-CC	5875	4376	4461	97.674	2.98e-32	V1.CD21.0
A2026YABXX:4:64:3327:18358#ACTTGAA/1	86	86	1	smNRPS-CC	5875	4402	4487	97.674	2.98e-32	V1.CD21.0
A2026YABXX:4:64:16581:118881#ACTTGAA/2	86	86	1	smNRPS-CC	5875	4305	4390	97.674	2.98e-32	V1.CD21.0
A2026YABXX:4:47:15546:124412#ACTTGAA/1	86	84	1	smNRPS-CC	5875	461	544	98.81	8.28e-33	V1.CD21.0
A2026YABXX:4:43:6502:164251#ACTTGAA/2	85	85	1	smNRPS-CC	5875	5053	5137	98.824	2.3e-33	V1.CD21.0
B201LRABXX:4:2:17025:20787#ACTTGAA/1	86	86	1	smNRPS-CC	5875	766	851	98.837	6.4e-34	V1.CD21.0
B201LRABXX:4:2:17025:20787#ACTTGAA/2	86	1	86	smNRPS-CC	5875	531	616	98.837	6.4e-34	V1.CD21.0
B201LRABXX:4:28:10280:42729#ACTTGAA/2	86	1	86	smNRPS-CC	5875	445	530	98.837	6.4e-34	V1.CD21.0
B201LRABXX:4:28:10278:42747#ACTTGAA/2	86	1	86	smNRPS-CC	5875	445	530	98.837	6.4e-34	V1.CD21.0
A2026YABXX:4:21:1584:116258#ACTTGAA/2	86	1	83	smNRPS-CC	5875	5036	5118	100	6.4e-34	V1.CD21.0
A2026YABXX:4:27:12866:148768#ACTTGAA/1	86	1	86	smNRPS-CC	5875	5777	5862	98.837	6.4e-34	V1.CD21.0
A2026YABXX:4:28:9928:192048#ACTTGAA/1	86	1	86	smNRPS-CC	5875	2853	2938	98.837	6.4e-34	V1.CD21.0
A2026YABXX:4:43:12345:199394#ACTTGAA/1	86	1	86	smNRPS-CC	5875	467	552	98.837	6.4e-34	V1.CD21.0
A2026YABXX:4:46:2476:37247#ACTTGAA/1	86	86	1	smNRPS-CC	5875	505	590	98.837	6.4e-34	V1.CD21.0
A2026YABXX:4:63:11453:199431#ACTTGAA/2	86	1	86	smNRPS-CC	5875	5030	5115	98.837	6.4e-34	V1.CD21.0
A2026YABXX:4:68:7178:71989#ACTTGAA/2	86	1	83	smNRPS-CC	5875	1224	1306	100	6.4e-34	V1.CD21.0
B201LRABXX:4:24:9567:178136#ACTTGAA/2	86	1	85	smNRPS-CC	5875	526	610	100	4.95e-35	V1.CD21.0
A2026YABXX:4:26:7019:183711#ACTTGAA/1	86	86	2	smNRPS-CC	5875	459	543	100	4.95e-35	V1.CD21.0
B201LRABXX:4:2:7747:21582#ACTTGAA/1	86	86	1	smNRPS-CC	5875	4017	4102	100	1.38e-35	V1.CD21.0
B201LRABXX:4:5:13545:194029#ACTTGAA/1	86	86	1	smNRPS-CC	5875	5340	5425	100	1.38e-35	V1.CD21.0
B201LRABXX:4:21:5887:63070#ACTTGAA/2	86	86	1	smNRPS-CC	5875	5047	5132	100	1.38e-35	V1.CD21.0
B201LRABXX:4:22:9355:18674#ACTTGAA/1	86	1	86	smNRPS-CC	5875	3948	4033	100	1.38e-35	V1.CD21.0
B201LRABXX:4:22:9355:18674#ACTTGAA/2	86	86	1	smNRPS-CC	5875	4178	4263	100	1.38e-35	V1.CD21.0
B201LRABXX:4:23:3379:147530#ACTTGAA/2	86	86	1	smNRPS-CC	5875	623	708	100	1.38e-35	V1.CD21.0
B201LRABXX:4:43:10878:114328#ACTTGAA/1	86	86	1	smNRPS-CC	5875	4017	4102	100	1.38e-35	V1.CD21.0
B201LRABXX:4:44:4537:12657#ACTTGAA/1	86	86	1	smNRPS-CC	5875	5446	5531	100	1.38e-35	V1.CD21.0
B201LRABXX:4:48:18355:184724#ACTTGAA/1	86	86	1	smNRPS-CC	5875	3593	3678	100	1.38e-35	V1.CD21.0
B201LRABXX:4:67:8926:59518#ACTTGAA/1	86	86	1	smNRPS-CC	5875	417	502	100	1.38e-35	V1.CD21.0
B201LRABXX:4:68:3141:102767#ACTTGAA/2	86	86	1	smNRPS-CC	5875	370	455	100	1.38e-35	V1.CD21.0
A2026YABXX:4:1:16207:153799#ACTTGAA/1	86	86	1	smNRPS-CC	5875	5784	5869	100	1.38e-35	V1.CD21.0
A2026YABXX:4:6:16278:38569#ACTTGAA/2	86	86	1	smNRPS-CC	5875	625	710	100	1.38e-35	V1.CD21.0
A2026YABXX:4:22:12381:146910#ACTTGAA/2	86	86	1	smNRPS-CC	5875	621	706	100	1.38e-35	V1.CD21.0
A2026YABXX:4:22:12387:146927#ACTTGAA/2	86	86	1	smNRPS-CC	5875	621	706	100	1.38e-35	V1.CD21.0
A2026YABXX:4:23:9970:47844#ACTTGAA/2	86	1	86	smNRPS-CC	5875	2841	2926	100	1.38e-35	V1.CD21.0
A2026YABXX:4:27:3625:159688#ACTTGAA/1	86	1	86	smNRPS-CC	5875	513	598	100	1.38e-35	V1.CD21.0
A2026YABXX:4:41:13030:3596#ACTTGAA/1	86	86	1	smNRPS-CC	5875	623	708	100	1.38e-35	V1.CD21.0
A2026YABXX:4:43:10022:110314#ACTTGAA/2	86	86	1	smNRPS-CC	5875	631	716	100	1.38e-35	V1.CD21.0
A2026YABXX:4:46:9433:6198#ACTTGAA/1	86	86	1	smNRPS-CC	5875	625	710	100	1.38e-35	V1.CD21.0
A2026YABXX:4:46:9985:63320#ACTTGAA/1	86	86	1	smNRPS-CC	5875	621	706	100	1.38e-35	V1.CD21.0
A2026YABXX:4:47:14393:66963#ACTTGAA/2	86	1	86	smNRPS-CC	5875	4864	4949	100	1.38e-35	V1.CD21.0
A2026YABXX:4:48:13776:8301#ACTTGAA/1	86	86	1	smNRPS-CC	5875	3542	3627	100	1.38e-35	V1.CD21.0
A2026YABXX:4:68:3241:111780#ACTTGAA/2	86	1	86	smNRPS-CC	5875	5457	5542	100	1.38e-35	V1.CD21.0
A2026YABXX:4:68:17642:165314#ACTTGAA/1	86	86	1	smNRPS-CC	5875	4306	4391	100	1.38e-35	V1.CD21.0
A2026YABXX:4:26:18826:150279#ACTTGAA/2	38	38	3	smNRPS-CB	5945	3519	3554	100	8.68e-8	V1.CD21.0
A2026YABXX:4:22:15040:110196#ACTTGAA/1	40	40	1	smNRPS-CB	5945	276	315	100	5.19e-10	V1.CD21.0
A2026YABXX:4:1:12542:57939#ACTTGAA/1	48	1	48	smNRPS-CB	5945	1550	1597	95.833	4.01e-11	V1.CD21.0
A2026YABXX:4:8:11066:163032#ACTTGAA/2	42	42	1	smNRPS-CB	5945	1503	1544	100	4.01e-11	V1.CD21.0
A2026YABXX:4:7:2943:145192#ACTTGAA/2	46	46	1	smNRPS-CB	5945	5735	5780	100	2.4e-13	V1.CD21.0
A2026YABXX:4:66:18663:60174#ACTTGAA/1	46	46	1	smNRPS-CB	5945	5734	5779	100	2.4e-13	V1.CD21.0
B201LRABXX:4:66:16154:194824#ACTTGAA/2	51	51	1	smNRPS-CB	5945	1472	1522	98.039	1.85e-14	V1.CD21.0
A2026YABXX:4:62:19902:123529#ACTTGAA/1	48	48	1	smNRPS-CB	5945	1609	1656	100	1.85e-14	V1.CD21.0
A2026YABXX:4:64:12488:23561#ACTTGAA/1	48	48	1	smNRPS-CB	5945	5746	5793	100	1.85e-14	V1.CD21.0
A2026YABXX:4:41:17695:51149#ACTTGAA/2	50	50	1	smNRPS-CB	5945	1154	1203	100	1.43e-15	V1.CD21.0
A2026YABXX:4:62:10322:197034#ACTTGAA/2	50	50	1	smNRPS-CB	5945	1503	1552	100	1.43e-15	V1.CD21.0
A2026YABXX:4:4:16625:149580#ACTTGAA/1	55	55	3	smNRPS-CB	5945	1507	1559	100	3.08e-17	V1.CD21.0
A2026YABXX:4:64:15378:108640#ACTTGAA/1	53	53	1	smNRPS-CB	5945	5746	5798	100	3.08e-17	V1.CD21.0
B201LRABXX:4:64:18844:104691#ACTTGAA/2	55	54	1	smNRPS-CB	5945	5745	5798	100	8.56e-18	V1.CD21.0
A2026YABXX:4:42:2831:148305#ACTTGAA/1	57	54	1	smNRPS-CB	5945	2323	2376	100	8.56e-18	V1.CD21.0
A2026YABXX:4:62:21007:118378#ACTTGAA/1	54	1	54	smNRPS-CB	5945	5095	5148	100	8.56e-18	V1.CD21.0
A2026YABXX:4:21:4957:175622#ACTTGAA/1	55	1	55	smNRPS-CB	5945	2668	2722	100	2.38e-18	V1.CD21.0
A2026YABXX:4:64:10196:19566#ACTTGAA/2	57	57	1	smNRPS-CB	5945	2547	2603	100	1.84e-19	V1.CD21.0
A2026YABXX:4:6:20142:190171#ACTTGAA/1	61	1	61	smNRPS-CB	5945	237	297	98.361	5.12e-20	V1.CD21.0
A2026YABXX:4:21:1978:156884#ACTTGAA/1	61	1	61	smNRPS-CB	5945	1513	1573	98.361	5.12e-20	V1.CD21.0
A2026YABXX:4:7:15252:2516#ACTTGAA/1	61	59	1	smNRPS-CB	5945	3004	3062	100	1.42e-20	V1.CD21.0
A2026YABXX:4:8:2237:37389#ACTTGAA/1	62	62	1	smNRPS-CB	5945	1503	1564	98.387	1.42e-20	V1.CD21.0
A2026YABXX:4:2:12534:25359#ACTTGAA/1	60	1	60	smNRPS-CB	5945	3186	3245	100	3.96e-21	V1.CD21.0
A2026YABXX:4:5:14296:124655#ACTTGAA/2	60	1	60	smNRPS-CB	5945	5355	5414	100	3.96e-21	V1.CD21.0
A2026YABXX:4:61:13337:123503#ACTTGAA/1	60	60	1	smNRPS-CB	5945	3799	3858	100	3.96e-21	V1.CD21.0
A2026YABXX:4:6:13506:24518#ACTTGAA/2	65	64	1	smNRPS-CB	5945	1503	1566	98.438	1.1e-21	V1.CD21.0
A2026YABXX:4:8:2808:140945#ACTTGAA/2	61	1	61	smNRPS-CB	5945	396	456	100	1.1e-21	V1.CD21.0
A2026YABXX:4:28:17751:38095#ACTTGAA/2	61	61	1	smNRPS-CB	5945	3004	3064	100	1.1e-21	V1.CD21.0
B201LRABXX:4:25:12403:185316#ACTTGAA/1	66	63	1	smNRPS-CB	5945	4933	4995	100	8.5e-23	V1.CD21.0
B201LRABXX:4:65:14874:196553#ACTTGAA/1	66	66	1	smNRPS-CB	5945	1503	1568	98.485	8.5e-23	V1.CD21.0
A2026YABXX:4:25:18556:66499#ACTTGAA/2	63	1	63	smNRPS-CB	5945	2329	2391	100	8.5e-23	V1.CD21.0
A2026YABXX:4:44:5491:137012#ACTTGAA/2	66	66	1	smNRPS-CB	5945	3519	3584	98.485	8.5e-23	V1.CD21.0
A2026YABXX:4:63:16472:42443#ACTTGAA/2	63	63	1	smNRPS-CB	5945	277	339	100	8.5e-23	V1.CD21.0
A2026YABXX:4:2:9721:192265#ACTTGAA/2	64	64	1	smNRPS-CB	5945	5735	5798	100	2.36e-23	V1.CD21.0
A2026YABXX:4:21:17592:50264#ACTTGAA/2	70	70	1	smNRPS-CB	5945	1571	1640	97.143	2.36e-23	V1.CD21.0
B201LRABXX:4:64:20472:87919#ACTTGAA/2	65	1	65	smNRPS-CB	5945	3810	3874	100	6.57e-24	V1.CD21.0
A2026YABXX:4:61:14051:99117#ACTTGAA/2	65	65	1	smNRPS-CB	5945	5758	5822	100	6.57e-24	V1.CD21.0
A2026YABXX:4:66:18663:60174#ACTTGAA/2	71	1	71	smNRPS-CB	5945	5494	5564	97.183	6.57e-24	V1.CD21.0
A2026YABXX:4:21:1756:177163#ACTTGAA/2	69	69	1	smNRPS-CB	5945	1641	1709	98.551	1.83e-24	V1.CD21.0
A2026YABXX:4:23:4525:115200#ACTTGAA/1	66	1	66	smNRPS-CB	5945	1989	2054	100	1.83e-24	V1.CD21.0
A2026YABXX:4:24:14533:39166#ACTTGAA/1	66	1	66	smNRPS-CB	5945	871	936	100	1.83e-24	V1.CD21.0
A2026YABXX:4:41:17695:51149#ACTTGAA/1	66	1	66	smNRPS-CB	5945	890	955	100	1.83e-24	V1.CD21.0
A2026YABXX:4:64:20762:20067#ACTTGAA/1	66	1	66	smNRPS-CB	5945	2663	2728	100	1.83e-24	V1.CD21.0
A2026YABXX:4:64:20486:123576#ACTTGAA/2	69	1	69	smNRPS-CB	5945	1464	1532	98.551	1.83e-24	V1.CD21.0
A2026YABXX:4:4:8032:14521#ACTTGAA/2	69	1	69	smNRPS-CB	5945	5463	5531	98.551	1.83e-24	V1.CD21.0
B201LRABXX:4:68:4682:19091#ACTTGAA/2	70	70	1	smNRPS-CB	5945	1453	1522	98.571	5.08e-25	V1.CD21.0
A2026YABXX:4:7:2943:145192#ACTTGAA/1	70	1	70	smNRPS-CB	5945	5455	5524	98.571	5.08e-25	V1.CD21.0
A2026YABXX:4:42:13447:44572#ACTTGAA/2	70	70	1	smNRPS-CB	5945	4058	4127	98.571	5.08e-25	V1.CD21.0
A2026YABXX:4:47:13434:116920#ACTTGAA/1	70	70	1	smNRPS-CB	5945	4058	4127	98.571	5.08e-25	V1.CD21.0
B201LRABXX:4:6:8060:109409#ACTTGAA/1	86	19	86	smNRPS-CB	5945	1	68	100	1.41e-25	V1.CD21.0
B201LRABXX:4:8:21097:74174#ACTTGAA/2	71	71	1	smNRPS-CB	5945	1650	1720	98.592	1.41e-25	V1.CD21.0
B201LRABXX:4:67:3380:32651#ACTTGAA/2	71	1	71	smNRPS-CB	5945	5313	5383	98.592	1.41e-25	V1.CD21.0
A2026YABXX:4:2:20906:74032#ACTTGAA/2	75	1	68	smNRPS-CB	5945	3896	3963	100	1.41e-25	V1.CD21.0
A2026YABXX:4:5:5407:151332#ACTTGAA/1	68	1	68	smNRPS-CB	5945	730	797	100	1.41e-25	V1.CD21.0
A2026YABXX:4:67:3059:140930#ACTTGAA/1	71	71	1	smNRPS-CB	5945	4055	4125	98.592	1.41e-25	V1.CD21.0
A2026YABXX:4:25:18300:161606#ACTTGAA/2	75	75	1	smNRPS-CB	5945	4636	4710	97.333	3.93e-26	V1.CD21.0
A2026YABXX:4:42:4293:38893#ACTTGAA/2	69	69	1	smNRPS-CB	5945	381	449	100	3.93e-26	V1.CD21.0
A2026YABXX:4:61:3078:59607#ACTTGAA/2	72	72	1	smNRPS-CB	5945	2314	2385	98.611	3.93e-26	V1.CD21.0
B201LRABXX:4:28:16044:197886#ACTTGAA/2	70	70	1	smNRPS-CB	5945	5198	5267	100	1.09e-26	V1.CD21.0
B201LRABXX:4:46:11038:77821#ACTTGAA/2	70	70	1	smNRPS-CB	5945	5102	5171	100	1.09e-26	V1.CD21.0
B201LRABXX:4:48:3759:78873#ACTTGAA/1	76	76	1	smNRPS-CB	5945	5495	5570	97.368	1.09e-26	V1.CD21.0
B201LRABXX:4:27:16032:64912#ACTTGAA/2	71	1	71	smNRPS-CB	5945	1980	2050	100	3.04e-27	V1.CD21.0
A2026YABXX:4:47:18758:29955#ACTTGAA/2	76	74	1	smNRPS-CB	5945	5196	5269	98.649	3.04e-27	V1.CD21.0
A2026YABXX:4:62:15609:9956#ACTTGAA/2	71	71	1	smNRPS-CB	5945	5735	5805	100	3.04e-27	V1.CD21.0
A2026YABXX:4:64:19792:131209#ACTTGAA/2	71	1	71	smNRPS-CB	5945	5357	5427	100	3.04e-27	V1.CD21.0
A2026YABXX:4:4:5475:12631#ACTTGAA/1	75	1	75	smNRPS-CB	5945	346	420	98.667	8.44e-28	V1.CD21.0
A2026YABXX:4:24:7762:7377#ACTTGAA/1	75	72	1	smNRPS-CB	5945	4675	4746	100	8.44e-28	V1.CD21.0
A2026YABXX:4:24:4017:135631#ACTTGAA/2	72	72	1	smNRPS-CB	5945	4930	5001	100	8.44e-28	V1.CD21.0
A2026YABXX:4:25:20500:166227#ACTTGAA/2	72	72	1	smNRPS-CB	5945	1908	1979	100	8.44e-28	V1.CD21.0
A2026YABXX:4:43:14311:194883#ACTTGAA/2	72	1	72	smNRPS-CB	5945	887	958	100	8.44e-28	V1.CD21.0
A2026YABXX:4:48:7326:127105#ACTTGAA/2	78	78	1	smNRPS-CB	5945	1503	1580	97.436	8.44e-28	V1.CD21.0
A2026YABXX:4:63:9108:99442#ACTTGAA/2	75	75	1	smNRPS-CB	5945	1503	1577	98.667	8.44e-28	V1.CD21.0
A2026YABXX:4:64:13188:145250#ACTTGAA/2	81	1	75	smNRPS-CB	5945	2528	2602	98.667	8.44e-28	V1.CD21.0
A2026YABXX:4:67:5623:195437#ACTTGAA/1	76	72	1	smNRPS-CB	5945	426	497	100	8.44e-28	V1.CD21.0
A2026YABXX:4:1:14731:53474#ACTTGAA/1	76	76	1	smNRPS-CB	5945	1506	1581	98.684	2.35e-28	V1.CD21.0
A2026YABXX:4:1:6766:83004#ACTTGAA/1	76	76	1	smNRPS-CB	5945	271	346	98.684	2.35e-28	V1.CD21.0
A2026YABXX:4:2:14051:166115#ACTTGAA/1	73	1	73	smNRPS-CB	5945	5210	5282	100	2.35e-28	V1.CD21.0
A2026YABXX:4:4:5750:155103#ACTTGAA/2	73	1	73	smNRPS-CB	5945	5086	5158	100	2.35e-28	V1.CD21.0
A2026YABXX:4:43:1739:92218#ACTTGAA/1	76	76	1	smNRPS-CB	5945	2666	2741	98.684	2.35e-28	V1.CD21.0
A2026YABXX:4:46:15028:90624#ACTTGAA/2	76	1	76	smNRPS-CB	5945	232	307	98.684	2.35e-28	V1.CD21.0
B201LRABXX:4:2:4364:31356#ACTTGAA/1	74	74	1	smNRPS-CB	5945	5756	5829	100	6.53e-29	V1.CD21.0
B201LRABXX:4:5:9292:42730#ACTTGAA/1	86	1	86	smNRPS-CB	5945	325	410	95.349	6.53e-29	V1.CD21.0
B201LRABXX:4:42:8687:114055#ACTTGAA/1	77	77	1	smNRPS-CB	5945	4012	4088	98.701	6.53e-29	V1.CD21.0
