sseqid	slen	sstart	send	qseqid	qlen	qstart	qend	pident	evalue	Sample
B201LRABXX:4:68:14706:105262#ACTTGAA/1	86	86	2	smNRPS-CB	5945	54	138	100	5.01e-35	V1.CD21.0
A2026YABXX:4:1:18329:190182#ACTTGAA/1	85	1	85	smNRPS-CB	5945	5342	5426	100	5.01e-35	V1.CD21.0
A2026YABXX:4:4:4079:65422#ACTTGAA/2	85	85	1	smNRPS-CB	5945	2136	2220	100	5.01e-35	V1.CD21.0
A2026YABXX:4:5:3643:12497#ACTTGAA/1	86	86	2	smNRPS-CB	5945	2373	2457	100	5.01e-35	V1.CD21.0
A2026YABXX:4:5:9428:69977#ACTTGAA/1	86	86	2	smNRPS-CB	5945	2373	2457	100	5.01e-35	V1.CD21.0
A2026YABXX:4:5:9152:162996#ACTTGAA/2	85	85	1	smNRPS-CB	5945	34	118	100	5.01e-35	V1.CD21.0
A2026YABXX:4:6:16278:38569#ACTTGAA/1	86	86	2	smNRPS-CB	5945	5431	5515	100	5.01e-35	V1.CD21.0
A2026YABXX:4:6:17770:93419#ACTTGAA/2	86	2	86	smNRPS-CB	5945	1394	1478	100	5.01e-35	V1.CD21.0
A2026YABXX:4:6:7625:136449#ACTTGAA/1	85	85	1	smNRPS-CB	5945	2384	2468	100	5.01e-35	V1.CD21.0
A2026YABXX:4:7:19658:102225#ACTTGAA/2	85	1	85	smNRPS-CB	5945	4552	4636	100	5.01e-35	V1.CD21.0
A2026YABXX:4:7:4190:133784#ACTTGAA/1	86	86	2	smNRPS-CB	5945	1600	1684	100	5.01e-35	V1.CD21.0
A2026YABXX:4:7:14961:164485#ACTTGAA/2	85	1	85	smNRPS-CB	5945	2980	3064	100	5.01e-35	V1.CD21.0
A2026YABXX:4:22:4816:59991#ACTTGAA/1	86	86	2	smNRPS-CB	5945	762	846	100	5.01e-35	V1.CD21.0
A2026YABXX:4:22:16406:151350#ACTTGAA/1	85	1	85	smNRPS-CB	5945	2648	2732	100	5.01e-35	V1.CD21.0
A2026YABXX:4:23:13491:112984#ACTTGAA/2	85	85	1	smNRPS-CB	5945	2178	2262	100	5.01e-35	V1.CD21.0
A2026YABXX:4:25:9559:131916#ACTTGAA/2	86	86	2	smNRPS-CB	5945	1971	2055	100	5.01e-35	V1.CD21.0
A2026YABXX:4:28:4924:152946#ACTTGAA/2	85	85	1	smNRPS-CB	5945	1718	1802	100	5.01e-35	V1.CD21.0
A2026YABXX:4:41:14793:133298#ACTTGAA/1	86	2	86	smNRPS-CB	5945	5517	5601	100	5.01e-35	V1.CD21.0
A2026YABXX:4:42:17625:86006#ACTTGAA/2	85	1	85	smNRPS-CB	5945	4535	4619	100	5.01e-35	V1.CD21.0
A2026YABXX:4:43:16391:14419#ACTTGAA/1	85	1	85	smNRPS-CB	5945	1918	2002	100	5.01e-35	V1.CD21.0
A2026YABXX:4:43:21306:86549#ACTTGAA/1	86	86	2	smNRPS-CB	5945	1600	1684	100	5.01e-35	V1.CD21.0
A2026YABXX:4:43:6974:114282#ACTTGAA/1	86	85	1	smNRPS-CB	5945	275	359	100	5.01e-35	V1.CD21.0
A2026YABXX:4:45:12178:41161#ACTTGAA/2	85	85	1	smNRPS-CB	5945	4362	4446	100	5.01e-35	V1.CD21.0
A2026YABXX:4:45:13779:69283#ACTTGAA/2	85	85	1	smNRPS-CB	5945	3792	3876	100	5.01e-35	V1.CD21.0
A2026YABXX:4:45:17288:139311#ACTTGAA/2	85	85	1	smNRPS-CB	5945	415	499	100	5.01e-35	V1.CD21.0
A2026YABXX:4:61:6164:41941#ACTTGAA/2	85	85	1	smNRPS-CB	5945	28	112	100	5.01e-35	V1.CD21.0
A2026YABXX:4:62:9755:109645#ACTTGAA/1	86	1	85	smNRPS-CB	5945	2983	3067	100	5.01e-35	V1.CD21.0
A2026YABXX:4:63:6604:111881#ACTTGAA/1	85	1	85	smNRPS-CB	5945	5718	5802	100	5.01e-35	V1.CD21.0
A2026YABXX:4:63:18114:174271#ACTTGAA/1	86	86	2	smNRPS-CB	5945	762	846	100	5.01e-35	V1.CD21.0
A2026YABXX:4:64:8679:44614#ACTTGAA/1	86	86	2	smNRPS-CB	5945	2373	2457	100	5.01e-35	V1.CD21.0
A2026YABXX:4:64:21003:75646#ACTTGAA/1	86	85	1	smNRPS-CB	5945	1561	1645	100	5.01e-35	V1.CD21.0
A2026YABXX:4:65:8501:109825#ACTTGAA/1	85	1	85	smNRPS-CB	5945	5337	5421	100	5.01e-35	V1.CD21.0
A2026YABXX:4:66:13294:32523#ACTTGAA/2	85	85	1	smNRPS-CB	5945	462	546	100	5.01e-35	V1.CD21.0
A2026YABXX:4:67:2148:61012#ACTTGAA/2	85	85	1	smNRPS-CB	5945	864	948	100	5.01e-35	V1.CD21.0
A2026YABXX:4:68:5464:49554#ACTTGAA/1	86	86	2	smNRPS-CB	5945	1407	1491	100	5.01e-35	V1.CD21.0
A2026YABXX:4:68:5138:181518#ACTTGAA/1	85	85	1	smNRPS-CB	5945	4640	4724	100	5.01e-35	V1.CD21.0
B201LRABXX:4:1:17103:20701#ACTTGAA/2	86	1	86	smNRPS-CB	5945	4530	4615	100	1.39e-35	V1.CD21.0
B201LRABXX:4:1:18560:56231#ACTTGAA/1	86	86	1	smNRPS-CB	5945	4234	4319	100	1.39e-35	V1.CD21.0
B201LRABXX:4:1:7898:132796#ACTTGAA/1	86	86	1	smNRPS-CB	5945	4323	4408	100	1.39e-35	V1.CD21.0
B201LRABXX:4:1:7898:132796#ACTTGAA/2	86	1	86	smNRPS-CB	5945	4094	4179	100	1.39e-35	V1.CD21.0
B201LRABXX:4:1:11829:148815#ACTTGAA/1	86	1	86	smNRPS-CB	5945	2970	3055	100	1.39e-35	V1.CD21.0
B201LRABXX:4:1:11829:148815#ACTTGAA/2	86	86	1	smNRPS-CB	5945	3195	3280	100	1.39e-35	V1.CD21.0
B201LRABXX:4:1:12299:170915#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5815	5900	100	1.39e-35	V1.CD21.0
B201LRABXX:4:1:19958:194180#ACTTGAA/2	86	1	86	smNRPS-CB	5945	1115	1200	100	1.39e-35	V1.CD21.0
B201LRABXX:4:2:6590:3793#ACTTGAA/2	86	86	1	smNRPS-CB	5945	43	128	100	1.39e-35	V1.CD21.0
B201LRABXX:4:2:20440:37116#ACTTGAA/1	86	86	1	smNRPS-CB	5945	5342	5427	100	1.39e-35	V1.CD21.0
B201LRABXX:4:2:20174:45890#ACTTGAA/1	86	1	86	smNRPS-CB	5945	2117	2202	100	1.39e-35	V1.CD21.0
B201LRABXX:4:2:7915:78365#ACTTGAA/2	86	1	86	smNRPS-CB	5945	427	512	100	1.39e-35	V1.CD21.0
B201LRABXX:4:2:4512:87263#ACTTGAA/2	86	1	86	smNRPS-CB	5945	837	922	100	1.39e-35	V1.CD21.0
B201LRABXX:4:2:9885:112484#ACTTGAA/1	86	1	86	smNRPS-CB	5945	2120	2205	100	1.39e-35	V1.CD21.0
B201LRABXX:4:2:9885:112484#ACTTGAA/2	86	86	1	smNRPS-CB	5945	2358	2443	100	1.39e-35	V1.CD21.0
B201LRABXX:4:2:9586:121174#ACTTGAA/2	86	86	1	smNRPS-CB	5945	923	1008	100	1.39e-35	V1.CD21.0
B201LRABXX:4:2:19570:135420#ACTTGAA/1	86	1	86	smNRPS-CB	5945	4379	4464	100	1.39e-35	V1.CD21.0
B201LRABXX:4:2:19570:135420#ACTTGAA/2	86	86	1	smNRPS-CB	5945	4607	4692	100	1.39e-35	V1.CD21.0
B201LRABXX:4:2:16454:165629#ACTTGAA/2	86	86	1	smNRPS-CB	5945	3925	4010	100	1.39e-35	V1.CD21.0
B201LRABXX:4:3:12340:39845#ACTTGAA/2	86	86	1	smNRPS-CB	5945	2875	2960	100	1.39e-35	V1.CD21.0
B201LRABXX:4:3:12577:65326#ACTTGAA/2	86	86	1	smNRPS-CB	5945	5765	5850	100	1.39e-35	V1.CD21.0
B201LRABXX:4:3:12565:119491#ACTTGAA/1	86	1	86	smNRPS-CB	5945	2215	2300	100	1.39e-35	V1.CD21.0
B201LRABXX:4:3:8116:152906#ACTTGAA/2	86	1	86	smNRPS-CB	5945	3462	3547	100	1.39e-35	V1.CD21.0
B201LRABXX:4:3:18365:194915#ACTTGAA/1	86	1	86	smNRPS-CB	5945	5382	5467	100	1.39e-35	V1.CD21.0
B201LRABXX:4:3:18365:194915#ACTTGAA/2	86	86	1	smNRPS-CB	5945	5596	5681	100	1.39e-35	V1.CD21.0
B201LRABXX:4:4:6626:60454#ACTTGAA/1	86	86	1	smNRPS-CB	5945	5361	5446	100	1.39e-35	V1.CD21.0
B201LRABXX:4:4:5960:70302#ACTTGAA/1	86	1	86	smNRPS-CB	5945	4323	4408	100	1.39e-35	V1.CD21.0
B201LRABXX:4:4:7348:131794#ACTTGAA/2	86	86	1	smNRPS-CB	5945	1713	1798	100	1.39e-35	V1.CD21.0
B201LRABXX:4:4:3294:134031#ACTTGAA/1	86	1	86	smNRPS-CB	5945	5784	5869	100	1.39e-35	V1.CD21.0
B201LRABXX:4:4:17850:134495#ACTTGAA/1	86	1	86	smNRPS-CB	5945	2187	2272	100	1.39e-35	V1.CD21.0
B201LRABXX:4:4:9359:140369#ACTTGAA/2	86	86	1	smNRPS-CB	5945	899	984	100	1.39e-35	V1.CD21.0
B201LRABXX:4:4:10603:154554#ACTTGAA/1	86	1	86	smNRPS-CB	5945	5754	5839	100	1.39e-35	V1.CD21.0
B201LRABXX:4:4:13198:178794#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5727	5812	100	1.39e-35	V1.CD21.0
B201LRABXX:4:4:7326:194368#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5086	5171	100	1.39e-35	V1.CD21.0
B201LRABXX:4:5:20633:32031#ACTTGAA/2	86	1	86	smNRPS-CB	5945	35	120	100	1.39e-35	V1.CD21.0
B201LRABXX:4:5:10090:39209#ACTTGAA/1	86	86	1	smNRPS-CB	5945	4984	5069	100	1.39e-35	V1.CD21.0
B201LRABXX:4:5:17507:116500#ACTTGAA/2	86	1	86	smNRPS-CB	5945	35	120	100	1.39e-35	V1.CD21.0
B201LRABXX:4:5:17535:129408#ACTTGAA/2	86	86	1	smNRPS-CB	5945	13	98	100	1.39e-35	V1.CD21.0
B201LRABXX:4:5:17634:183768#ACTTGAA/2	86	1	86	smNRPS-CB	5945	2347	2432	100	1.39e-35	V1.CD21.0
B201LRABXX:4:5:2322:188955#ACTTGAA/1	86	1	86	smNRPS-CB	5945	2981	3066	100	1.39e-35	V1.CD21.0
B201LRABXX:4:5:2322:188955#ACTTGAA/2	86	86	1	smNRPS-CB	5945	3218	3303	100	1.39e-35	V1.CD21.0
B201LRABXX:4:6:9020:47660#ACTTGAA/1	86	1	86	smNRPS-CB	5945	1953	2038	100	1.39e-35	V1.CD21.0
B201LRABXX:4:6:9020:47660#ACTTGAA/2	86	86	1	smNRPS-CB	5945	2207	2292	100	1.39e-35	V1.CD21.0
B201LRABXX:4:6:17922:75620#ACTTGAA/1	86	86	1	smNRPS-CB	5945	5813	5898	100	1.39e-35	V1.CD21.0
B201LRABXX:4:6:17922:75620#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5797	5882	100	1.39e-35	V1.CD21.0
B201LRABXX:4:6:4637:86138#ACTTGAA/1	86	1	86	smNRPS-CB	5945	2136	2221	100	1.39e-35	V1.CD21.0
B201LRABXX:4:6:4637:86138#ACTTGAA/2	86	86	1	smNRPS-CB	5945	2351	2436	100	1.39e-35	V1.CD21.0
B201LRABXX:4:6:12950:140350#ACTTGAA/2	86	1	86	smNRPS-CB	5945	2166	2251	100	1.39e-35	V1.CD21.0
B201LRABXX:4:6:18854:182119#ACTTGAA/2	86	1	86	smNRPS-CB	5945	2929	3014	100	1.39e-35	V1.CD21.0
B201LRABXX:4:7:9134:83384#ACTTGAA/1	86	86	1	smNRPS-CB	5945	507	592	100	1.39e-35	V1.CD21.0
B201LRABXX:4:7:5271:108682#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5776	5861	100	1.39e-35	V1.CD21.0
B201LRABXX:4:7:15727:142736#ACTTGAA/1	86	86	1	smNRPS-CB	5945	1570	1655	100	1.39e-35	V1.CD21.0
B201LRABXX:4:7:10726:157637#ACTTGAA/2	86	1	86	smNRPS-CB	5945	4684	4769	100	1.39e-35	V1.CD21.0
B201LRABXX:4:7:2950:170950#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5092	5177	100	1.39e-35	V1.CD21.0
B201LRABXX:4:7:17707:175825#ACTTGAA/1	86	1	86	smNRPS-CB	5945	2106	2191	100	1.39e-35	V1.CD21.0
B201LRABXX:4:8:13994:2328#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5210	5295	100	1.39e-35	V1.CD21.0
B201LRABXX:4:8:2353:2669#ACTTGAA/2	86	86	1	smNRPS-CB	5945	1333	1418	100	1.39e-35	V1.CD21.0
B201LRABXX:4:8:3240:13244#ACTTGAA/1	86	1	86	smNRPS-CB	5945	4324	4409	100	1.39e-35	V1.CD21.0
B201LRABXX:4:8:13770:17621#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5745	5830	100	1.39e-35	V1.CD21.0
B201LRABXX:4:8:13181:78293#ACTTGAA/1	86	1	86	smNRPS-CB	5945	467	552	100	1.39e-35	V1.CD21.0
B201LRABXX:4:8:17462:96068#ACTTGAA/2	86	86	1	smNRPS-CB	5945	1945	2030	100	1.39e-35	V1.CD21.0
B201LRABXX:4:8:1240:140094#ACTTGAA/1	86	86	1	smNRPS-CB	5945	1697	1782	100	1.39e-35	V1.CD21.0
B201LRABXX:4:8:19353:186501#ACTTGAA/1	86	1	86	smNRPS-CB	5945	505	590	100	1.39e-35	V1.CD21.0
B201LRABXX:4:8:14703:194949#ACTTGAA/1	86	1	86	smNRPS-CB	5945	4540	4625	100	1.39e-35	V1.CD21.0
B201LRABXX:4:21:9703:10836#ACTTGAA/2	86	86	1	smNRPS-CB	5945	3203	3288	100	1.39e-35	V1.CD21.0
B201LRABXX:4:21:14413:10884#ACTTGAA/1	86	86	1	smNRPS-CB	5945	864	949	100	1.39e-35	V1.CD21.0
B201LRABXX:4:21:14413:10884#ACTTGAA/2	86	1	86	smNRPS-CB	5945	638	723	100	1.39e-35	V1.CD21.0
B201LRABXX:4:21:4346:74744#ACTTGAA/1	86	1	86	smNRPS-CB	5945	2342	2427	100	1.39e-35	V1.CD21.0
B201LRABXX:4:21:6120:149913#ACTTGAA/2	86	86	1	smNRPS-CB	5945	5629	5714	100	1.39e-35	V1.CD21.0
B201LRABXX:4:21:16810:181348#ACTTGAA/1	86	86	1	smNRPS-CB	5945	5845	5930	100	1.39e-35	V1.CD21.0
B201LRABXX:4:21:15175:189363#ACTTGAA/1	86	1	86	smNRPS-CB	5945	4246	4331	100	1.39e-35	V1.CD21.0
B201LRABXX:4:21:15175:189363#ACTTGAA/2	86	86	1	smNRPS-CB	5945	4487	4572	100	1.39e-35	V1.CD21.0
B201LRABXX:4:22:18642:128297#ACTTGAA/1	86	86	1	smNRPS-CB	5945	1690	1775	100	1.39e-35	V1.CD21.0
B201LRABXX:4:23:11507:10545#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5817	5902	100	1.39e-35	V1.CD21.0
B201LRABXX:4:23:10187:54094#ACTTGAA/1	86	86	1	smNRPS-CB	5945	1940	2025	100	1.39e-35	V1.CD21.0
B201LRABXX:4:24:20363:17952#ACTTGAA/1	86	1	86	smNRPS-CB	5945	3464	3549	100	1.39e-35	V1.CD21.0
B201LRABXX:4:24:6632:107271#ACTTGAA/1	86	86	1	smNRPS-CB	5945	4952	5037	100	1.39e-35	V1.CD21.0
B201LRABXX:4:24:14712:107440#ACTTGAA/1	86	86	1	smNRPS-CB	5945	5765	5850	100	1.39e-35	V1.CD21.0
B201LRABXX:4:24:11108:138612#ACTTGAA/1	86	86	1	smNRPS-CB	5945	4107	4192	100	1.39e-35	V1.CD21.0
B201LRABXX:4:24:6539:185040#ACTTGAA/2	86	86	1	smNRPS-CB	5945	4700	4785	100	1.39e-35	V1.CD21.0
B201LRABXX:4:25:15426:49157#ACTTGAA/2	86	86	1	smNRPS-CB	5945	4707	4792	100	1.39e-35	V1.CD21.0
B201LRABXX:4:25:16838:153787#ACTTGAA/1	86	1	86	smNRPS-CB	5945	5107	5192	100	1.39e-35	V1.CD21.0
B201LRABXX:4:25:16838:153787#ACTTGAA/2	86	86	1	smNRPS-CB	5945	5335	5420	100	1.39e-35	V1.CD21.0
B201LRABXX:4:25:21121:169424#ACTTGAA/1	86	1	86	smNRPS-CB	5945	5819	5904	100	1.39e-35	V1.CD21.0
B201LRABXX:4:26:6667:17704#ACTTGAA/1	86	1	86	smNRPS-CB	5945	861	946	100	1.39e-35	V1.CD21.0
B201LRABXX:4:26:6044:74989#ACTTGAA/1	86	1	86	smNRPS-CB	5945	3464	3549	100	1.39e-35	V1.CD21.0
B201LRABXX:4:26:11672:142413#ACTTGAA/1	86	86	1	smNRPS-CB	5945	945	1030	100	1.39e-35	V1.CD21.0
B201LRABXX:4:26:19274:161833#ACTTGAA/1	86	1	86	smNRPS-CB	5945	1945	2030	100	1.39e-35	V1.CD21.0
B201LRABXX:4:26:18471:163463#ACTTGAA/1	86	1	86	smNRPS-CB	5945	546	631	100	1.39e-35	V1.CD21.0
B201LRABXX:4:26:4551:176575#ACTTGAA/1	86	86	1	smNRPS-CB	5945	580	665	100	1.39e-35	V1.CD21.0
B201LRABXX:4:27:11873:2051#ACTTGAA/1	86	1	86	smNRPS-CB	5945	1160	1245	100	1.39e-35	V1.CD21.0
B201LRABXX:4:27:4568:2890#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5718	5803	100	1.39e-35	V1.CD21.0
B201LRABXX:4:27:11455:12951#ACTTGAA/1	86	1	86	smNRPS-CB	5945	5350	5435	100	1.39e-35	V1.CD21.0
B201LRABXX:4:27:18194:14459#ACTTGAA/2	86	1	86	smNRPS-CB	5945	4688	4773	100	1.39e-35	V1.CD21.0
B201LRABXX:4:27:20166:51758#ACTTGAA/1	86	86	1	smNRPS-CB	5945	5096	5181	100	1.39e-35	V1.CD21.0
B201LRABXX:4:27:17141:69849#ACTTGAA/1	86	86	1	smNRPS-CB	5945	4088	4173	100	1.39e-35	V1.CD21.0
B201LRABXX:4:27:13037:95068#ACTTGAA/1	86	1	86	smNRPS-CB	5945	2347	2432	100	1.39e-35	V1.CD21.0
B201LRABXX:4:27:6029:150706#ACTTGAA/1	86	86	1	smNRPS-CB	5945	1952	2037	100	1.39e-35	V1.CD21.0
B201LRABXX:4:27:6029:150706#ACTTGAA/2	86	1	86	smNRPS-CB	5945	1724	1809	100	1.39e-35	V1.CD21.0
B201LRABXX:4:27:13079:158041#ACTTGAA/1	86	86	1	smNRPS-CB	5945	1976	2061	100	1.39e-35	V1.CD21.0
B201LRABXX:4:27:18848:161622#ACTTGAA/1	86	1	86	smNRPS-CB	5945	2945	3030	100	1.39e-35	V1.CD21.0
B201LRABXX:4:27:2813:165698#ACTTGAA/2	86	86	1	smNRPS-CB	5945	279	364	100	1.39e-35	V1.CD21.0
B201LRABXX:4:27:11863:193066#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5853	5938	100	1.39e-35	V1.CD21.0
B201LRABXX:4:28:3740:18835#ACTTGAA/2	86	1	86	smNRPS-CB	5945	3798	3883	100	1.39e-35	V1.CD21.0
B201LRABXX:4:28:16816:66041#ACTTGAA/1	86	1	86	smNRPS-CB	5945	4294	4379	100	1.39e-35	V1.CD21.0
B201LRABXX:4:28:16816:66041#ACTTGAA/2	86	86	1	smNRPS-CB	5945	4529	4614	100	1.39e-35	V1.CD21.0
B201LRABXX:4:28:15099:95800#ACTTGAA/1	86	1	86	smNRPS-CB	5945	5208	5293	100	1.39e-35	V1.CD21.0
B201LRABXX:4:28:15099:95800#ACTTGAA/2	86	86	1	smNRPS-CB	5945	5413	5498	100	1.39e-35	V1.CD21.0
B201LRABXX:4:28:14881:107763#ACTTGAA/1	86	86	1	smNRPS-CB	5945	1168	1253	100	1.39e-35	V1.CD21.0
B201LRABXX:4:28:14881:107763#ACTTGAA/2	86	1	86	smNRPS-CB	5945	936	1021	100	1.39e-35	V1.CD21.0
B201LRABXX:4:28:7354:125274#ACTTGAA/1	86	86	1	smNRPS-CB	5945	4981	5066	100	1.39e-35	V1.CD21.0
B201LRABXX:4:28:14053:172343#ACTTGAA/1	86	1	86	smNRPS-CB	5945	291	376	100	1.39e-35	V1.CD21.0
B201LRABXX:4:28:14053:172343#ACTTGAA/2	86	86	1	smNRPS-CB	5945	513	598	100	1.39e-35	V1.CD21.0
B201LRABXX:4:28:16044:197886#ACTTGAA/1	86	1	86	smNRPS-CB	5945	4958	5043	100	1.39e-35	V1.CD21.0
B201LRABXX:4:41:11435:24030#ACTTGAA/1	86	86	1	smNRPS-CB	5945	466	551	100	1.39e-35	V1.CD21.0
B201LRABXX:4:41:5672:27384#ACTTGAA/1	86	1	86	smNRPS-CB	5945	1576	1661	100	1.39e-35	V1.CD21.0
B201LRABXX:4:41:12418:50234#ACTTGAA/2	86	1	86	smNRPS-CB	5945	2168	2253	100	1.39e-35	V1.CD21.0
B201LRABXX:4:41:19773:132411#ACTTGAA/1	86	1	86	smNRPS-CB	5945	864	949	100	1.39e-35	V1.CD21.0
B201LRABXX:4:41:17569:137329#ACTTGAA/2	86	1	86	smNRPS-CB	5945	3922	4007	100	1.39e-35	V1.CD21.0
B201LRABXX:4:41:13989:150995#ACTTGAA/2	86	1	86	smNRPS-CB	5945	1128	1213	100	1.39e-35	V1.CD21.0
B201LRABXX:4:41:15549:173130#ACTTGAA/1	86	86	1	smNRPS-CB	5945	5786	5871	100	1.39e-35	V1.CD21.0
B201LRABXX:4:41:15549:173130#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5565	5650	100	1.39e-35	V1.CD21.0
B201LRABXX:4:41:14142:173473#ACTTGAA/1	86	86	1	smNRPS-CB	5945	3197	3282	100	1.39e-35	V1.CD21.0
B201LRABXX:4:41:6326:184594#ACTTGAA/2	86	1	86	smNRPS-CB	5945	4243	4328	100	1.39e-35	V1.CD21.0
B201LRABXX:4:41:14372:195834#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5020	5105	100	1.39e-35	V1.CD21.0
B201LRABXX:4:42:20016:4945#ACTTGAA/1	86	1	86	smNRPS-CB	5945	1723	1808	100	1.39e-35	V1.CD21.0
B201LRABXX:4:42:20016:4945#ACTTGAA/2	86	86	1	smNRPS-CB	5945	1945	2030	100	1.39e-35	V1.CD21.0
B201LRABXX:4:42:12266:133426#ACTTGAA/1	86	86	1	smNRPS-CB	5945	3951	4036	100	1.39e-35	V1.CD21.0
B201LRABXX:4:43:7428:75648#ACTTGAA/1	86	1	86	smNRPS-CB	5945	945	1030	100	1.39e-35	V1.CD21.0
B201LRABXX:4:43:7428:75648#ACTTGAA/2	86	86	1	smNRPS-CB	5945	1165	1250	100	1.39e-35	V1.CD21.0
B201LRABXX:4:43:8343:143316#ACTTGAA/1	86	1	86	smNRPS-CB	5945	289	374	100	1.39e-35	V1.CD21.0
B201LRABXX:4:43:8343:143316#ACTTGAA/2	86	86	1	smNRPS-CB	5945	520	605	100	1.39e-35	V1.CD21.0
B201LRABXX:4:43:2538:180962#ACTTGAA/1	86	1	86	smNRPS-CB	5945	386	471	100	1.39e-35	V1.CD21.0
B201LRABXX:4:44:16214:9857#ACTTGAA/2	86	1	86	smNRPS-CB	5945	2343	2428	100	1.39e-35	V1.CD21.0
B201LRABXX:4:45:3367:26921#ACTTGAA/1	86	86	1	smNRPS-CB	5945	968	1053	100	1.39e-35	V1.CD21.0
B201LRABXX:4:45:12517:52376#ACTTGAA/2	86	1	86	smNRPS-CB	5945	4351	4436	100	1.39e-35	V1.CD21.0
B201LRABXX:4:45:14768:61301#ACTTGAA/1	86	1	86	smNRPS-CB	5945	3463	3548	100	1.39e-35	V1.CD21.0
B201LRABXX:4:45:11290:96680#ACTTGAA/1	86	1	86	smNRPS-CB	5945	5219	5304	100	1.39e-35	V1.CD21.0
B201LRABXX:4:45:1297:200113#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5729	5814	100	1.39e-35	V1.CD21.0
B201LRABXX:4:46:15149:38410#ACTTGAA/2	86	1	86	smNRPS-CB	5945	9	94	100	1.39e-35	V1.CD21.0
B201LRABXX:4:46:15918:78164#ACTTGAA/2	86	1	86	smNRPS-CB	5945	3406	3491	100	1.39e-35	V1.CD21.0
B201LRABXX:4:46:6568:95159#ACTTGAA/1	86	1	86	smNRPS-CB	5945	4576	4661	100	1.39e-35	V1.CD21.0
B201LRABXX:4:46:8881:105898#ACTTGAA/2	86	86	1	smNRPS-CB	5945	5528	5613	100	1.39e-35	V1.CD21.0
B201LRABXX:4:46:5322:152791#ACTTGAA/1	86	86	1	smNRPS-CB	5945	2099	2184	100	1.39e-35	V1.CD21.0
B201LRABXX:4:46:4260:158470#ACTTGAA/1	86	1	86	smNRPS-CB	5945	607	692	100	1.39e-35	V1.CD21.0
B201LRABXX:4:47:14176:12073#ACTTGAA/2	86	1	86	smNRPS-CB	5945	2938	3023	100	1.39e-35	V1.CD21.0
B201LRABXX:4:47:5467:41769#ACTTGAA/1	86	86	1	smNRPS-CB	5945	4600	4685	100	1.39e-35	V1.CD21.0
B201LRABXX:4:47:3181:56842#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5671	5756	100	1.39e-35	V1.CD21.0
B201LRABXX:4:47:10157:92134#ACTTGAA/1	86	1	86	smNRPS-CB	5945	4209	4294	100	1.39e-35	V1.CD21.0
B201LRABXX:4:47:7582:106241#ACTTGAA/2	86	1	86	smNRPS-CB	5945	1955	2040	100	1.39e-35	V1.CD21.0
B201LRABXX:4:47:2103:145720#ACTTGAA/1	86	1	86	smNRPS-CB	5945	5018	5103	100	1.39e-35	V1.CD21.0
B201LRABXX:4:47:17561:160904#ACTTGAA/2	86	86	1	smNRPS-CB	5945	5645	5730	100	1.39e-35	V1.CD21.0
B201LRABXX:4:47:8229:161631#ACTTGAA/1	86	86	1	smNRPS-CB	5945	5684	5769	100	1.39e-35	V1.CD21.0
B201LRABXX:4:47:13753:186406#ACTTGAA/2	86	86	1	smNRPS-CB	5945	4225	4310	100	1.39e-35	V1.CD21.0
B201LRABXX:4:47:11954:196591#ACTTGAA/1	86	1	86	smNRPS-CB	5945	1237	1322	100	1.39e-35	V1.CD21.0
B201LRABXX:4:48:18674:16303#ACTTGAA/2	86	86	1	smNRPS-CB	5945	5019	5104	100	1.39e-35	V1.CD21.0
B201LRABXX:4:48:17886:23078#ACTTGAA/1	86	1	86	smNRPS-CB	5945	5336	5421	100	1.39e-35	V1.CD21.0
B201LRABXX:4:48:17886:23078#ACTTGAA/2	86	86	1	smNRPS-CB	5945	5552	5637	100	1.39e-35	V1.CD21.0
B201LRABXX:4:48:7871:75316#ACTTGAA/2	86	86	1	smNRPS-CB	5945	4997	5082	100	1.39e-35	V1.CD21.0
B201LRABXX:4:48:3759:78873#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5337	5422	100	1.39e-35	V1.CD21.0
B201LRABXX:4:48:5215:101352#ACTTGAA/2	86	1	86	smNRPS-CB	5945	2953	3038	100	1.39e-35	V1.CD21.0
B201LRABXX:4:48:17707:118655#ACTTGAA/1	86	86	1	smNRPS-CB	5945	5549	5634	100	1.39e-35	V1.CD21.0
B201LRABXX:4:48:17707:118655#ACTTGAA/2	86	1	86	smNRPS-CB	5945	5337	5422	100	1.39e-35	V1.CD21.0
B201LRABXX:4:48:18873:160882#ACTTGAA/1	86	1	86	smNRPS-CB	5945	5677	5762	100	1.39e-35	V1.CD21.0
