BGC,log(HighestMean_AllClasses),class_discriminitive,LDA_score,LEfSe_pvalue,manual_pvalue,NCBI refrence sequence acession number,Taxa Name,Phylum
O2.UC26.2__NODE_245_length_65280_cov_19.1839__52086__nrps__ANTISMASH__0_52086,3.1891822085,-,-,-,0.701594347260195,NZ_FMMH01000009,Clostridioides difficile,Firmicutes
V1.UC26.4__NODE_1414_length_26787_cov_21.6012__26787__other__ANTISMASH__0_26787,3.15481308191,-,-,-,0.0863780907176299,NZ_LNKF01000006,Bifidobacterium adolescentis,Actinobacteria
V1.CD7.4__NODE_615_length_36195_cov_6.48605__23288__lantipeptide__ANTISMASH__12907_36195,2.7602837379,-,-,-,0.25709471095084,NZ_JEOD01000003,Bifidobacterium pseudocatenulatum IPLA36007,Actinobacteria
O2.UC30.0__NODE_66_length_65351_cov_3.70009__25017__lantipeptide__ANTISMASH__0_25017,2.41096549477,-,-,-,0.668662579957687,N/A,N/A,Unassigned
O2.UC51.2__NODE_4995_length_8991_cov_2.1833__8991__transatpks__ANTISMASH__0_8991,2.2617143583,C,2.36817536353,0.000906947467103,0.00090694746710302,N/A,N/A,Unassigned
O2.UC27.0__NODE_249_length_68379_cov_7.85042__10984__microcin__ANTISMASH__0_10984,3.92561568666,-,-,-,0.215703563218896,NZ_GG698602,Dialister invisus DSM 15470,Firmicutes
V1.UC47.0__NODE_165_length_68678_cov_4.38336__33737__nrps__ANTISMASH__0_33737,2.94106564759,-,-,-,0.426418741683195,N/A,N/A,Unassigned
V1.UC23.1__NODE_105_length_72166_cov_6.22675__36027__nrps__ANTISMASH__0_36027,2.9437925677,-,-,-,0.575353564031611,N/A,N/A,Unassigned
V1.UC35.4__NODE_3322_length_15152_cov_8.69689__15152__lantipeptide__ANTISMASH__0_15152,2.08046999937,-,-,-,0.0912256378691757,N/A,N/A,Unassigned
O2.UC60.2__NODE_1118_length_18710_cov_8.99416__18710__arylpolyene__ANTISMASH__0_18710,3.09342100386,-,-,-,0.0490428112078822,N/A,N/A,Unassigned
V1.CD6.4__NODE_98_length_80838_cov_8.05692__10491__microcin__ANTISMASH__70347_80838,2.60739693593,-,-,-,0.181080684353399,N/A,N/A,Unassigned
V1.UC27.0__NODE_784_length_25415_cov_5.89278__25415__other__ANTISMASH__0_25415,2.21021778134,-,-,-,0.057931858117971,N/A,N/A,Unassigned
V1.UC11.0__NODE_253_length_46952_cov_2.82809__23073__lantipeptide__ANTISMASH__23879_46952,2.31458684448,-,-,-,0.0177471540356161,NZ_LT969517,Eisenbergiella massiliensis,Firmicutes
V1.CD42.0__NODE_1823_length_17721_cov_4.4267__17721__lantipeptide__ANTISMASH__0_17721,3.35784981022,C,2.79788932095,6.83390413735e-06,6.83390413735022e-06,N/A,N/A,Unassigned
V1.UC10.2__NODE_842_length_29380_cov_2.99956__26624__lantipeptide__ANTISMASH__2756_29380,2.38585043946,-,-,-,0.0912256378691757,N/A,N/A,Unassigned
V1.UC33.0__NODE_2561_length_14432_cov_3.06823__14432__nrps__ANTISMASH__0_14432,2.32369876564,-,-,-,0.271065975670494,N/A,N/A,Unassigned
O2.UC30.2__NODE_2_length_211583_cov_7.76117__43179__nrps__ANTISMASH__168404_211583,3.68460110699,-,-,-,0.243971689696334,N/A,N/A,Unassigned
O2.UC41.0__NODE_368_length_45101_cov_2.3155__45101__nrps-t1pks__ANTISMASH__0_45101,1.9030792143,-,-,-,0.131856874594995,N/A,N/A,Unassigned
V1.UC45.0__NODE_970_length_21406_cov_2.56283__21406__lantipeptide__ANTISMASH__0_21406,3.39923102116,C,2.75706273261,0.00347034890844,0.003470348908444,N/A,N/A,Unassigned
V1.UC46.0__NODE_1616_length_21451_cov_2.18274__21451__arylpolyene__ANTISMASH__0_21451,2.8681960126,-,-,-,0.291123150098041,NZ_JH376616,Paraprevotella clara YIT 11840,Bacteroidetes
V1.CD22.0__NODE_2278_length_17490_cov_7.55417__17490__nrps__ANTISMASH__0_17490,2.06823190163,C,2.01437481657,0.00703258651155,0.00703258651154586,N/A,N/A,Unassigned
O2.UC4.2__NODE_288_length_56103_cov_2.23144__14134__bacteriocin__ANTISMASH__41969_56103,1.59926759296,-,-,-,0.289104704938358,NZ_NBEO01000036,Lactobacillus salivarius,Firmicutes
V1.UC2.4__NODE_3111_length_7415_cov_2.68125__7415__nrps__ANTISMASH__0_7415,3.53152869781,-,-,-,0.971058328919013,NZ_CYZN01000002,Blautia wexlerae,Firmicutes
V1.UC49.0__NODE_1130_length_23962_cov_5.09148__19088__lantipeptide__ANTISMASH__4874_23962,2.00041903052,-,-,-,0.466661794078555,NZ_CP018937,Bacteroides fragilis,Bacteroidetes
O2.UC51.2__NODE_9084_length_5170_cov_1.45806__5170__bacteriocin__ANTISMASH__0_5170,2.33251491103,-,-,-,0.0860342341013496,N/A,N/A,Unassigned
O2.UC47.2__NODE_1745_length_13495_cov_1.92522__13495__lantipeptide__ANTISMASH__0_13495,2.03754586268,-,-,-,0.0492024161339675,NZ_MCGI01000004,Eisenbergiella tayi,Firmicutes
V1.UC4.5__NODE_5325_length_10091_cov_1.94769__10091__arylpolyene__ANTISMASH__0_10091,1.7584005585,-,-,-,0.652000522842139,N/A,N/A,Unassigned
O2.UC4.2__NODE_7415_length_5584_cov_2.80195__5584__bacteriocin__ANTISMASH__0_5584,2.49895215145,-,-,-,0.992203406789533,NZ_PREW01000005,Lactococcus lactis,Firmicutes
O2.UC59.2__NODE_257_length_58500_cov_2.09873__46075__nrps__ANTISMASH__7835_53910,1.92013392159,-,-,-,0.103344588603967,N/A,N/A,Unassigned
O2.UC52.2__NODE_148_length_58230_cov_4.56835__45008__nrps__ANTISMASH__13222_58230,2.81560609708,-,-,-,0.255255543945509,N/A,N/A,Unassigned
V1.UC11.5__NODE_1744_length_22693_cov_3.34424__22693__t2pks__ANTISMASH__0_22693,1.38810139996,-,-,-,0.289104704938358,N/A,N/A,Unassigned
V1.UC53.0__NODE_167_length_69693_cov_6.58503__43358__arylpolyene__ANTISMASH__4123_47481,2.37994191382,-,-,-,0.131856874594995,N/A,N/A,Unassigned
O2.UC3.0__NODE_245_length_55949_cov_3.1289__41008__nrps__ANTISMASH__14941_55949,2.96708520677,-,-,-,0.445480189719842,N/A,N/A,Unassigned
V1.UC26.0__NODE_613_length_32718_cov_1.93405__14591__bacteriocin__ANTISMASH__18127_32718,1.6218852578,-,-,-,0.193041667357893,N/A,N/A,Unassigned
V1.UC21.4__NODE_2043_length_17275_cov_2.89623__17275__nrps__ANTISMASH__0_17275,1.82359535324,-,-,-,0.289104704938358,N/A,N/A,Unassigned
O2.UC29.0__NODE_1779_length_11624_cov_2.33339__11624__nrps__ANTISMASH__0_11624,2.56783760829,-,-,-,0.38988907936555,N/A,N/A,Unassigned
O2.UC17.2__NODE_3263_length_9787_cov_2.40423__9787__nrps__ANTISMASH__0_9787,2.90987043755,-,-,-,0.110824849480262,N/A,N/A,Unassigned
O2.UC1.2__NODE_801_length_26395_cov_4.48049__26395__nrps__ANTISMASH__0_26395,1.93946415951,-,-,-,0.860267825679402,N/A,N/A,Unassigned
O2.UC16.2__NODE_664_length_20687_cov_4.39148__20687__nrps__ANTISMASH__0_20687,3.2683707970700002,-,-,-,0.274226092200362,NZ_DS480328,Clostridium sp. L2-50,Firmicutes
V1.UC32.0__NODE_801_length_42245_cov_5.21588__25386__arylpolyene__ANTISMASH__16859_42245,1.84493091148,-,-,-,0.659666710707697,N/A,N/A,Unassigned
O2.UC35.2__NODE_168_length_74603_cov_3.88159__41143__resorcinol__ANTISMASH__24939_66082,2.19594276755,-,-,-,0.916771773913366,NZ_CYZI01000002,Bacteroides vulgatus,Bacteroidetes
O2.UC19.2__NODE_4651_length_5029_cov_0.976478__5029__lantipeptide__ANTISMASH__0_5029,1.87923115831,-,-,-,0.226888096074527,NZ_AKCB01000002,Coprobacillus cateniformis,Firmicutes
V1.CD38.0__NODE_1740_length_20167_cov_3.43158__20167__ladderane__ANTISMASH__0_20167,1.65837757407,-,-,-,0.057931858117971,N/A,N/A,Unassigned
O2.UC26.2__NODE_1221_length_15811_cov_8.18767__15811__sactipeptide__ANTISMASH__0_15811,2.28564612568,-,-,-,0.310329658747483,NZ_NIHM01000012,Ruminococcus gnavus,Firmicutes
V1.UC57.0__NODE_4_length_145066_cov_6.88561__43646__arylpolyene__ANTISMASH__32123_75769,2.19290808613,-,-,-,0.181080684353399,N/A,N/A,Unassigned
V1.UC26.4__NODE_6849_length_5803_cov_1.889__5803__resorcinol__ANTISMASH__0_5803,1.31647062588,-,-,-,0.289104704938358,N/A,N/A,Unassigned
V1.CD15.3__NODE_361_length_64571_cov_6.16489__13418__lantipeptide__ANTISMASH__51153_64571,3.05446403323,-,-,-,0.400113501725707,NZ_GG698591,Blautia hansenii DSM 20583,Firmicutes
O2.UC52.2__NODE_7863_length_5213_cov_1.95929__5213__resorcinol__ANTISMASH__0_5213,3.28043829228,-,-,-,0.932407032658738,NZ_JH724079,Bacteroides caccae CL03T12C61,Bacteroidetes
O2.UC2.2__NODE_1197_length_23130_cov_3.23476__23130__lantipeptide__ANTISMASH__0_23130,2.22558074135,-,-,-,0.0437304538973332,N/A,N/A,Unassigned
V1.UC57.0__NODE_1265_length_18401_cov_3.43459__10343__bacteriocin__ANTISMASH__8058_18401,2.87538019997,-,-,-,0.52207167859166,N/A,N/A,Unassigned
V1.UC45.0__NODE_1848_length_12252_cov_2.39911__12252__lantipeptide__ANTISMASH__0_12252,3.06618803027,-,-,-,0.931693987944304,NC_010816,Bifidobacterium longum (strain DJO10A),Actinobacteria
V1.UC56.0__NODE_135_length_68096_cov_17.4957__5704__bacteriocin__ANTISMASH__62392_68096,2.489032312,-,-,-,0.289104704938358,NZ_CP017706,Lactobacillus amylovorus DSM 20531,Firmicutes
O2.UC58.0__NODE_5809_length_6124_cov_1.74905__6124__bacteriocin__ANTISMASH__0_6124,3.7558401983,-,-,-,0.632562962869604,N/A,N/A,Unassigned
V1.CD25.4__NODE_39_length_169582_cov_10.1708__54510__nrps-t1pks__ANTISMASH__44664_99174,2.04778852355,-,-,-,0.289104704938358,N/A,N/A,Unassigned
V1.UC49.1__NODE_123_length_123881_cov_17.5067__43726__nrps__ANTISMASH__25588_69314,2.21754655987,-,-,-,0.926964732089652,N/A,N/A,Unassigned
O2.UC41.0__NODE_722_length_29497_cov_2.19999__29497__other__ANTISMASH__0_29497,3.1249385853,-,-,-,0.130830691086104,NZ_CVRS01000048,Roseburia inulinivorans,Firmicutes
O2.UC29.2__NODE_1828_length_12355_cov_2.1278__12355__arylpolyene__ANTISMASH__0_12355,3.15681569064,-,-,-,0.120485937948463,NZ_PJKT01000001,Akkermansia muciniphila,Verrucomicrobia
V1.UC35.4__NODE_1400_length_28887_cov_2.76009__25257__other__ANTISMASH__3630_28887,2.02495857287,-,-,-,0.733094783285129,N/A,N/A,Unassigned
V1.UC52.1__NODE_6135_length_7681_cov_2.82455__7681__bacteriocin__ANTISMASH__0_7681,2.75681242004,-,-,-,0.129884996535672,N/A,N/A,Unassigned
V1.UC50.1__NODE_3346_length_11882_cov_2.8429__11882__nrps__ANTISMASH__0_11882,3.42630916879,-,-,-,0.605964809903236,NZ_JH594448,Eubacterium sp. 3_1_31,Firmicutes
O2.UC27.0__NODE_4704_length_6159_cov_1.54669__6159__other__ANTISMASH__0_6159,1.74279971498,-,-,-,0.713038667683001,N/A,N/A,Unassigned
V1.UC51.0__NODE_1291_length_20665_cov_4.9788__20665__microcin__ANTISMASH__0_20665,3.80049916958,-,-,-,0.133519667217757,NZ_GG698602,Dialister invisus DSM 15470,Firmicutes
V1.UC26.0__NODE_5833_length_6477_cov_1.79633__6477__nrps__ANTISMASH__0_6477,1.57864062845,-,-,-,0.193041667357893,N/A,N/A,Unassigned
V1.CD10.0__NODE_1290_length_5616_cov_2.62938__5616__bacteriocin__ANTISMASH__0_5616,2.03737773215,-,-,-,0.131856874594995,NZ_CP015902,Lactococcus lactis subsp. lactis (Streptococcus lactis),Firmicutes
V1.CD38.0__NODE_1431_length_23646_cov_2.60192__23646__lantipeptide__ANTISMASH__0_23646,1.57457907672,-,-,-,0.057931858117971,N/A,N/A,Unassigned
O2.UC54.2__NODE_1203_length_15277_cov_1.84805__15277__bacteriocin__ANTISMASH__0_15277,2.14280846991,-,-,-,0.057931858117971,N/A,N/A,Unassigned
O2.UC29.0__NODE_196_length_47862_cov_8.40492__26864__nrps__ANTISMASH__20998_47862,2.86087913678,-,-,-,0.608435352743666,N/A,N/A,Unassigned
V1.UC52.0__NODE_5901_length_6693_cov_2.53284__6693__other__ANTISMASH__0_6693,2.87788196466,-,-,-,0.262107166310304,NZ_CVRS01000048,Roseburia inulinivorans,Firmicutes
O2.UC55.2__NODE_3247_length_10021_cov_1.37086__10021__bacteriocin__ANTISMASH__0_10021,2.97398388647,-,-,-,0.607024171432785,NZ_DS996841,Holdemanella biformis DSM 3989,Firmicutes
V1.UC55.0__NODE_120_length_117028_cov_26.7167__22853__lantipeptide__ANTISMASH__65790_88643,2.94478002045,-,-,-,0.529257412679995,N/A,N/A,Unassigned
O2.UC29.2__NODE_1079_length_18226_cov_2.84954__18226__nrps__ANTISMASH__0_18226,2.39926053186,-,-,-,0.500152524052707,N/A,N/A,Unassigned
O2.UC40.0__NODE_108_length_71340_cov_3.29287__43402__other__ANTISMASH__13356_56758,3.0642433778,C,2.64948788327,0.000390015574614,0.000390015574613508,N/A,N/A,Unassigned
V1.UC51.4__NODE_1814_length_18564_cov_3.45108__18564__other__ANTISMASH__0_18564,2.6392366687,-,-,-,0.181326151990502,N/A,N/A,Unassigned
V1.UC30.0__NODE_216_length_56051_cov_2.15803__36381__other__ANTISMASH__0_36381,2.79266484162,-,-,-,0.789213632265449,NZ_KI271108,Eubacterium ramulus ATCC 29099,Firmicutes
V1.CD36.0__NODE_441_length_59544_cov_19.0451__25820__nrps__ANTISMASH__33724_59544,3.60733297641,-,-,-,0.0476759379491456,NZ_CZBB01000024,Fusicatenibacter saccharivorans,Firmicutes
O2.UC55.0__NODE_3960_length_9546_cov_1.74365__9546__lantipeptide__ANTISMASH__0_9546,3.25883763206,-,-,-,0.190784277964336,NC_015160,Odoribacter splanchnicus (strain ATCC 29572 / DSM 20712 / CIP 104287 / JCM 15291 / NCTC 10825 / 1651/6) (Bacteroides splanchnicus),Bacteroidetes
V1.UC2.0__NODE_5137_length_6157_cov_1.01917__6157__other__ANTISMASH__0_6157,3.00667838368,-,-,-,0.272385800089673,N/A,N/A,Unassigned
V1.UC44.0__NODE_1487_length_17821_cov_3.3899__17821__resorcinol__ANTISMASH__0_17821,3.27528836455,-,-,-,0.560037935554376,N/A,N/A,Unassigned
O2.UC44.2__NODE_1454_length_17419_cov_4.14449__16963__bacteriocin__ANTISMASH__456_17419,3.74658791517,-,-,-,0.730969703260093,NZ_CYYW01000025,Eubacterium rectale,Firmicutes
V1.UC17.2__NODE_753_length_29863_cov_6.00013__26122__nrps__ANTISMASH__3741_29863,2.09406374509,-,-,-,0.454641200516435,N/A,N/A,Unassigned
V1.UC40.0__NODE_1958_length_15724_cov_1.85309__15724__lantipeptide__ANTISMASH__0_15724,2.58979046667,-,-,-,0.324015198385785,NZ_CDPW01000001,Bifidobacterium pseudocatenulatum,Actinobacteria
V1.UC2.4__NODE_3662_length_6596_cov_2.1353__6596__nrps__ANTISMASH__0_6596,2.88004437714,-,-,-,0.268768229169814,N/A,N/A,Unassigned
V1.UC29.0__NODE_3334_length_7067_cov_1.16415__7067__lantipeptide__ANTISMASH__0_7067,3.04987512201,-,-,-,0.514406945332324,NZ_LT629944,Angelakisella massiliensis,Firmicutes
V1.UC13.3__NODE_2408_length_11861_cov_2.35185__11861__nrps__ANTISMASH__0_11861,2.26862663627,-,-,-,0.289104704938358,NZ_NFJP01000006,Gordonibacter sp. An230,Actinobacteria
O2.UC41.0__NODE_6980_length_5114_cov_1.09409__5114__other__ANTISMASH__0_5114,2.53009086537,-,-,-,0.172814761038369,N/A,N/A,Unassigned
V1.UC42.0__NODE_456_length_38911_cov_2.97241__33923__other__ANTISMASH__0_33923,2.73377334318,-,-,-,0.905465475741111,NZ_NAQA01000005,Bifidobacterium catenulatum,Actinobacteria
V1.UC27.0__NODE_1524_length_16793_cov_1.92448__16793__nrps__ANTISMASH__0_16793,3.99631656785,-,-,-,0.0648208319480236,NC_012781,Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale),Firmicutes
V1.UC61.0__NODE_228_length_65988_cov_4.67854__26289__nrps__ANTISMASH__39699_65988,2.63708062693,-,-,-,0.0885610401453738,NZ_KE136816,Escherichia coli KTE38,Proteobacteria
O2.UC13.2__NODE_72_length_114245_cov_4.40785__47446__nrps__ANTISMASH__37570_85016,2.92874772284,-,-,-,0.489383764186041,N/A,N/A,Unassigned
V1.UC38.0__NODE_47_length_151300_cov_4.25257__43627__arylpolyene__ANTISMASH__77428_121055,2.40386144845,-,-,-,0.408013597230143,N/A,N/A,Unassigned
V1.UC30.0__NODE_2424_length_11483_cov_3.32482__11483__nrps__ANTISMASH__0_11483,1.63617479563,-,-,-,0.181080684353399,N/A,N/A,Unassigned
V1.CD19.0__NODE_49_length_118665_cov_4.37571__37886__nrps__ANTISMASH__0_37886,2.39671735855,-,-,-,0.335549148536374,NZ_CZBP01000007,Blautia obeum,Firmicutes
O2.UC40.0__NODE_83_length_78824_cov_4.70559__41221__arylpolyene__ANTISMASH__24070_65291,2.86310764337,UC,2.23553905544,0.00932189914589,0.00932189914589473,NZ_KQ968681,Bacteroides intestinalis,Bacteroidetes
O2.UC53.0__NODE_26_length_104423_cov_57.3051__41140__resorcinol__ANTISMASH__56550_97690,3.72487631832,-,-,-,0.648496985054447,NZ_CZBK01000007,Bacteroides vulgatus,Bacteroidetes
V1.UC31.4__NODE_1486_length_21753_cov_6.89202__21753__lantipeptide__ANTISMASH__0_21753,3.00564532754,-,-,-,0.637599484812273,N/A,N/A,Unassigned
O2.UC27.0__NODE_4979_length_5846_cov_1.40597__5846__lantipeptide__ANTISMASH__0_5846,2.10941852966,-,-,-,0.168873335700685,NZ_AGBV01000006,Streptococcus salivarius M18,Firmicutes
V1.UC61.0__NODE_2273_length_12464_cov_2.76678__12464__t1pks__ANTISMASH__0_12464,2.6219851118,-,-,-,0.495931549948959,NZ_KE702322,Escherichia coli UMEA 3304-1,Proteobacteria
V1.UC55.4__NODE_1536_length_32221_cov_5.91283__32221__nrps__ANTISMASH__0_32221,3.24778924691,-,-,-,0.525987479411277,N/A,N/A,Unassigned
V1.CD19.0__NODE_742_length_36363_cov_28.7744__34534__arylpolyene__ANTISMASH__0_34534,2.3865023973,-,-,-,0.181080684353399,NZ_NFKD01000008,Bacteroides sp. An19,Bacteroidetes
V1.UC5.3__NODE_744_length_45534_cov_2.91706__22931__lantipeptide__ANTISMASH__8359_31290,2.28892335139,-,-,-,0.480899333899871,N/A,N/A,Unassigned
V1.UC46.0__NODE_3556_length_11764_cov_6.40866__11764__resorcinol__ANTISMASH__0_11764,2.09127200808,-,-,-,0.67045169823244,N/A,N/A,Unassigned
O2.UC51.2__NODE_1_length_706354_cov_8.29006__47441__nrps__ANTISMASH__301598_349039,2.15402576752,-,-,-,0.101117016828726,N/A,N/A,Unassigned
V1.UC11.5__NODE_506_length_56838_cov_10.9783__22643__lantipeptide__ANTISMASH__1275_23918,2.31952562166,-,-,-,0.0179915926478952,NZ_KE992698,Clostridium sp. KLE 1755,Firmicutes
O2.UC56.2__NODE_4059_length_7220_cov_2.2067__7220__resorcinol__ANTISMASH__0_7220,2.75676956767,-,-,-,0.673820510172174,N/A,N/A,Unassigned
V1.UC43.0__NODE_2271_length_18453_cov_2.32563__18453__lantipeptide__ANTISMASH__0_18453,2.34865814152,-,-,-,0.622693626392345,N/A,N/A,Unassigned
V1.UC26.0__NODE_178_length_65073_cov_4.22257__22853__lantipeptide__ANTISMASH__15309_38162,3.3372590765,-,-,-,0.872612252749003,N/A,N/A,Unassigned
V1.UC55.0__NODE_1631_length_26730_cov_13.1098__24132__lantipeptide__ANTISMASH__2598_26730,3.34414636891,-,-,-,0.583203993216077,NZ_CYZP01000002,Blautia obeum,Firmicutes
V1.UC2.0__NODE_2950_length_10169_cov_1.06565__10169__nrps__ANTISMASH__0_10169,1.2984574595,-,-,-,0.289104704938358,NZ_ALYV01000062,Streptococcus mutans B24Sm2,Firmicutes
V1.CD16.0__NODE_742_length_26577_cov_3.32995__26577__resorcinol__ANTISMASH__0_26577,1.887227559,-,-,-,0.181080684353399,N/A,N/A,Unassigned
V1.CD16.0__NODE_309_length_43538_cov_20.8164__10189__bacteriocin__ANTISMASH__0_10189,2.99350258666,-,-,-,0.0454407513087249,N/A,N/A,Unassigned
V1.CD42.0__NODE_990_length_28192_cov_30.5339__28192__ladderane__ANTISMASH__0_28192,2.31852768668,-,-,-,0.057931858117971,N/A,N/A,Unassigned
V1.UC38.0__NODE_3016_length_10402_cov_1.50333__10402__t2pks__ANTISMASH__0_10402,2.65824572941,-,-,-,0.234596849435706,N/A,N/A,Unassigned
O2.UC35.2__NODE_19_length_172972_cov_8.56981__23150__lantipeptide__ANTISMASH__61624_84774,3.18801303249,-,-,-,0.806436812158496,NZ_CZAW01000034,Blautia wexlerae,Firmicutes
V1.UC47.0__NODE_1080_length_24134_cov_1.59201__21073__other__ANTISMASH__0_21073,2.2090134546,-,-,-,0.880703536517362,N/A,N/A,Unassigned
V1.UC27.0__NODE_1555_length_16542_cov_3.43998__16542__lantipeptide__ANTISMASH__0_16542,3.5374668602,-,-,-,0.512030828696664,NZ_CYZP01000002,Blautia obeum,Firmicutes
V1.CD22.0__NODE_939_length_34185_cov_5.62379__25189__terpene__ANTISMASH__8996_34185,2.69051139879,C,2.47692903533,0.00068875015414,0.000688750154140318,N/A,N/A,Unassigned
O2.UC43.0__NODE_3545_length_6525_cov_1.61468__6525__nrps__ANTISMASH__0_6525,3.46585377132,-,-,-,0.94308827295801,NZ_CYZA01000031,Blautia obeum,Firmicutes
O2.UC12.2__NODE_5413_length_5758_cov_1.21848__5758__terpene__ANTISMASH__0_5758,1.28719241546,-,-,-,0.454641200516435,N/A,N/A,Unassigned
V1.UC50.1__NODE_1472_length_22711_cov_3.60011__18049__lantipeptide__ANTISMASH__4662_22711,1.66462147947,-,-,-,0.454641200516435,N/A,N/A,Unassigned
V1.UC36.0__NODE_2610_length_11173_cov_5.91536__11173__nrps__ANTISMASH__0_11173,2.29974177175,-,-,-,0.0198975489205875,N/A,N/A,Unassigned
V1.UC45.0__NODE_645_length_29494_cov_4.36577__29494__nrps__ANTISMASH__0_29494,3.37060057745,-,-,-,0.210102733932857,NZ_CYZL01000006,Eubacterium hallii,Firmicutes
V1.CD41.0__NODE_3181_length_12514_cov_8.09969__12514__lantipeptide__ANTISMASH__0_12514,2.95411790876,-,-,-,0.644841812676452,N/A,N/A,Unassigned
V1.UC24.0__NODE_13_length_166603_cov_10.2427__43260__nrps__ANTISMASH__94591_137851,3.56546764984,C,2.97715955328,0.000111002718569,0.000111002718568715,NZ_CYYE01000002,Coprococcus eutactus,Firmicutes
V1.CD18.3__NODE_1307_length_13012_cov_2.39809__6423__bacteriocin__ANTISMASH__6589_13012,2.68257861325,UC,2.22711741939,0.00729609014639,0.0072960901463885,NZ_CP013939,Streptococcus thermophilus,Firmicutes
O2.UC47.0__NODE_2524_length_10961_cov_1.41161__10961__lantipeptide__ANTISMASH__0_10961,1.58824776328,-,-,-,0.289104704938358,N/A,N/A,Unassigned
O2.UC31.2__NODE_690_length_28327_cov_3.00828__28327__other__ANTISMASH__0_28327,2.64308135289,-,-,-,0.449685993012123,NZ_OLMR01000002,Anaeromassilibacillus sp. Marseille-P3876,Firmicutes
V1.CD21.0__NODE_1679_length_11028_cov_2.82293__11028__nrps__ANTISMASH__0_11028,0,-,-,-,-,N/A,N/A,Unassigned
V1.UC49.1__NODE_389_length_68955_cov_12.8028__18887__lantipeptide__ANTISMASH__0_18887,2.43980180852,-,-,-,0.0472128960987557,NZ_JH594596,Odoribacter laneus YIT 12061,Bacteroidetes
V1.CD28.0__NODE_533_length_44098_cov_6.24944__37790__arylpolyene__ANTISMASH__6308_44098,2.72052512905,-,-,-,0.031146499366886,NZ_JH724294,Bacteroides xylanisolvens CL03T12C04,Bacteroidetes
O2.UC59.2__NODE_669_length_35033_cov_1.85292__22064__bacteriocin__ANTISMASH__12969_35033,3.08204797383,-,-,-,0.294459966602976,NZ_QLTS01000002,Phascolarctobacterium faecium DSM 14760,Firmicutes
V1.CD41.0__NODE_2475_length_16182_cov_2.60662__16182__other__ANTISMASH__0_16182,3.07314354632,-,-,-,0.261830261144106,NZ_CZBR01000003,Ruminococcus torques,Firmicutes
V1.CD19.0__NODE_4975_length_8961_cov_11.3461__8961__lantipeptide__ANTISMASH__0_8961,3.52095197817,-,-,-,0.289903575657211,NZ_ACII02000003,Ruminococcus sp. 5_1_39BFAA,Firmicutes
V1.UC24.0__NODE_2012_length_10989_cov_1.29129__10989__other__ANTISMASH__0_10989,2.57165060524,-,-,-,0.354380772582661,N/A,N/A,Unassigned
V1.UC28.0__NODE_98_length_77500_cov_4.29387__33876__lantipeptide__ANTISMASH__43624_77500,2.91730491312,-,-,-,0.528650220090639,N/A,N/A,Unassigned
O2.UC18.2__NODE_5302_length_6636_cov_2.64671__6636__lantipeptide__ANTISMASH__0_6636,2.75441838198,-,-,-,0.680507015779349,N/A,N/A,Unassigned
V1.UC46.0__NODE_462_length_44417_cov_4.28905__22240__lassopeptide__ANTISMASH__7814_30054,3.30546703041,-,-,-,0.91309156456619,N/A,N/A,Unassigned
O2.UC9.0__NODE_1183_length_22064_cov_2.13772__22064__lantipeptide__ANTISMASH__0_22064,2.59444983709,-,-,-,0.715262470580458,NZ_PSQG01000017,Blautia obeum,Firmicutes
O2.UC51.0__NODE_1641_length_18320_cov_1.99606__18320__transatpks__ANTISMASH__0_18320,2.18315204131,C,2.41337205321,0.00251848956745,0.00251848956744988,NZ_UETD01000006,Ruminococcus flavefaciens,Firmicutes
V1.UC35.4__NODE_1731_length_24876_cov_6.58446__24876__lantipeptide__ANTISMASH__0_24876,3.04212685556,-,-,-,0.20398181949666,NZ_MNLB01000007,Bifidobacterium pseudocatenulatum,Actinobacteria
O2.UC27.0__NODE_272_length_64235_cov_5.29347__34842__other__ANTISMASH__29393_64235,3.21357696356,-,-,-,0.365200966724227,NZ_CVRS01000048,Roseburia inulinivorans,Firmicutes
O2.UC23.2__NODE_1942_length_13149_cov_32.0403__13149__resorcinol__ANTISMASH__0_13149,3.89075932017,-,-,-,0.306712385852117,NZ_NFKD01000005,Bacteroides sp. An19,Bacteroidetes
V1.CD7.4__NODE_1309_length_19842_cov_3.23566__6653__bacteriocin__ANTISMASH__13189_19842,2.91456174996,UC,2.41207657179,0.00774473903622,0.007744739036222,NZ_CP016439,Streptococcus thermophilus,Firmicutes
V1.CD35.0__NODE_1123_length_12656_cov_1.70217__11950__bacteriocin__ANTISMASH__706_12656,2.9288266318,-,-,-,0.0124066067783966,NZ_CP015283,Streptococcus salivarius,Firmicutes
V1.CD29.0__NODE_3645_length_9432_cov_2.886__9432__other__ANTISMASH__0_9432,2.60416385916,-,-,-,0.438975536914665,N/A,N/A,Unassigned
V1.UC26.4__NODE_3735_length_10764_cov_5.7631__10764__lantipeptide__ANTISMASH__0_10764,2.95424945662,-,-,-,0.0145774095086145,N/A,N/A,Unassigned
V1.UC31.4__NODE_4370_length_7836_cov_7.81802__7836__arylpolyene__ANTISMASH__0_7836,3.10641991177,-,-,-,0.0463839668352619,NZ_AAVN02000004,Collinsella aerofaciens ATCC 25986,Actinobacteria
