Sample	O2.UC49.0	O2.UC49.2	O2.UC50.0	O2.UC50.2	O2.UC51.0	O2.UC51.2	O2.UC52.0	O2.UC52.2	O2.UC53.0	O2.UC53.2	O2.UC54.0	O2.UC54.2	O2.UC55.0	O2.UC55.2	O2.UC56.0	O2.UC56.2	O2.UC57.0	O2.UC57.2	O2.UC58.0	O2.UC58.2	O2.UC59.0	O2.UC59.2	O2.UC60.0	O2.UC60.2	V1.CD1.0	V1.CD10.0	V1.CD11.0	V1.CD12.0	V1.CD13.0	V1.CD14.0	V1.CD15.0	V1.CD15.3	V1.CD16.0	V1.CD17.0	V1.CD17.4	V1.CD18.0	V1.CD18.3	V1.CD19.0	V1.CD2.0	V1.CD20.4	V1.CD21.0	V1.CD21.4	V1.CD22.0	V1.CD24.0	V1.CD25.0	V1.CD25.4	V1.CD27.0	V1.CD28.0	V1.CD29.0	V1.CD3.0	V1.CD30.0	V1.CD31.0	V1.CD34.0	V1.CD35.0	V1.CD35.1	V1.CD36.0	V1.CD38.0	V1.CD4.0	V1.CD41.0	V1.CD42.0	V1.CD6.0	V1.CD6.4	V1.CD7.0	V1.CD7.4	V1.CD8.0	V1.CD9.0	V1.UC16.0	V1.UC18.0	V1.UC19.0	V1.UC24.0	V1.UC27.0	V1.UC28.0	V1.UC29.0	V1.UC30.0	V1.UC32.0	V1.UC33.0	V1.UC34.0	V1.UC36.0	V1.UC37.0	V1.UC41.0	V1.UC42.0	V1.UC43.0	V1.UC44.0	V1.UC46.0	V1.UC48.0	V1.UC57.0	V1.UC6.0	V1.UC61.0	V1.UC62.0	V1.UC7.0	V1.UC8.0	V1.UC9.0
V1.UC38.0__NODE_1803_length_16937_cov_3.06948__16937__bacteriocin__ANTISMASH__0_16937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3339151851226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.629442069419525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC38.0__NODE_12_length_256856_cov_31.9501__10225__bacteriocin__ANTISMASH__190339_200564	17.5988863822631	1.13222114579072	0	0	0	0.483690883718613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12715789019162	14.4958293761092	0.820530585743131	1.07523544618844	0	0	0	0	2.219330826695	0	0	1.63089127699023	0	0	0	0	0	0	0	0	0	0	1.08286204177337	0	0	0	11.4057583403706	0.750336459584507	0	0	0.191154906464348	3.41806629903436	0.380915990539581	0	0	0	0.362061047797374	0	0	0	0	0	0	0	0	0	0	9.06508063017424	0	5.37213951830315	0	0	0	0.920033462741905	5.23094016655162	5.30319338366204	5.57017001355065	0	1.82020832828967	0	0	0	0	2.6262546064281	0	0.592965127947216	1.35282702997204	0	2.64350997961163	2.66240012915119	0	0
V1.UC37.0__NODE_216_length_53907_cov_3.17355__34815__nrps__ANTISMASH__19092_53907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2471743510485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60003326933698	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC37.0__NODE_14_length_192823_cov_9.74817__10492__microcin__ANTISMASH__182331_192823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.281172182287	0	0	0	0	0	16.9388949923647	0	0	0	0	0	0	0
V1.UC37.0__NODE_1355_length_17365_cov_8.09076__10975__bacteriocin__ANTISMASH__6390_17365	0	0	0	0	0	0.155228154747044	0	0	0	0	0	0	0	0	0	0	1.49572741343471	0.523773145413271	0.634121588243529	0.391843601919037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.47439102881551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.688591317555091	0	0	0	2.29427791859946	12.3839308056411	0	0	1.15449365071008	0	0	0	1.72188261190194	0	0.39466094045971	0	0	0	0
V1.UC37.0__NODE_1292_length_18011_cov_2.58822__18011__nrps__ANTISMASH__0_18011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47137461133632	0	0.9625277774548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.570841439774	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC36.0__NODE_3326_length_8928_cov_6.99786__8928__microcin__ANTISMASH__0_8928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.340156993651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5154724136846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC36.0__NODE_2610_length_11173_cov_5.91536__11173__nrps__ANTISMASH__0_11173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296630455505393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52428467699964	0.693127678783181	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC36.0__NODE_1936_length_14668_cov_2.17122__12803__bacteriocin__ANTISMASH__1865_14668	0	0	0	0	0	0.17312005739206	0	0	0	0	0	0	0	0	0	0	0.800992132805794	0	0.640962039323792	0.481072177700262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40147321704064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76571816938599	4.05511228998957	0	0	0	0	0	0	0	0	0.392752584008307	0	0	0	0
V1.UC36.0__NODE_16_length_222133_cov_4.23028__43059__nrps__ANTISMASH__176842_219901	0	0	0	0	0	0	0.454043923938047	1.41618105405184	0	0	0	0	0	0	0	0	0	0	0.950313185732662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.607369351021941	0	0	0	0	0	0	0	0.72036044102102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.42239559652762	0	0	0	0	0	0	0	0.312227297930215	0	0	0	0	0	0
V1.UC35.4__NODE_8727_length_5896_cov_5.32238__5896__lantipeptide__ANTISMASH__0_5896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.493108689443582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46367867670116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC35.4__NODE_759_length_43394_cov_5.91573__23518__lantipeptide__ANTISMASH__19876_43394	0	0	0	0	0	0	0	0.415286654522877	0.41996954898068	1.50263786463012	0	0.50087194111997	3.0515779618655	3.1867025076745	0.890957094945446	0.540258397441962	0	0	0.23974397839597	0.283586782494851	0.341901089928427	0	0	0	0	0	0	0	0	0	0	0	0.381370157256281	0.478927710360076	0	0.965166650556883	0	0	0	0.268368851567048	0	0.686010749914281	0.622494943563657	1.1305777861116	0	0	1.60848709515933	0.523939221099937	0	0	0.244268373340719	0	0	0	0	0	0.928508837150406	0	0.595532141938389	0.48176077413745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.399243489292095	0.450303391935276	0	0	0	0.329566065456966	0.482882748453563	0.497038384478468	0.930360373052137	0	4.68444143015775	0	0	0	0	0
V1.UC35.4__NODE_4980_length_10448_cov_4.70865__10448__bacteriocin__ANTISMASH__0_10448	0	0	0	0	4.76469704918077	1.94255209040324	0	0	0	0.398412507231711	0	0.420131413879652	0	0	0	0	0	0	0	0	0	0	0.92089145273661	0	0	0	0	0	0	0	0	0	6.44009678276705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.624745537599203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.02559961791812	0	0	0	0	1.08019474207236	0	0	0	0	0	0
V1.UC35.4__NODE_456_length_58727_cov_17.0485__22790__lantipeptide__ANTISMASH__27_22817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296537656972643	0	0	0	0	0	0	0	0	0.248961647322324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555064692667846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC35.4__NODE_3322_length_15152_cov_8.69689__15152__lantipeptide__ANTISMASH__0_15152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC35.4__NODE_1731_length_24876_cov_6.58446__24876__lantipeptide__ANTISMASH__0_24876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81162357889844	0.72886621258495	0	0	0	0	0	2.53845414076494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12698284962347	0	0	0	7.51800826910257	0.822201917941187	0	0	0	0	0	0	0	0	0	0	0.568429546059402	0	1.26960516620316	0.565766040407941	0	0	0	0	0	0	0	0	0	0	2.49205634654234	0	1.57652616270163	2.9278310452665	0	11.1125119961585	0	0	0.552242539067326	0	3.81099776446821	0.561201738628363	0	0	0	0	0	0.511852132489892	1.13850747462353	0	0	0
V1.UC35.4__NODE_1400_length_28887_cov_2.76009__25257__other__ANTISMASH__3630_28887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587818019256975	0	0	0	0	0	0	0	3.20998998022869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201819618478408	0	0	0	0	0	0	0.241793775549534	0	0	0.298245822864332	0.185259815514545	0	0	0	0	0	0
V1.UC35.4__NODE_115_length_116104_cov_19.8222__48011__arylpolyene__ANTISMASH__56578_104589	0	0.372657668729462	0	0	0.773308948382934	1.00713400689791	0	0	0	0.74397590028873	0.282017136365781	0.754953229767404	1.28574505707089	0.304020035567454	0	0.324342943274282	0	0	0.680208155080612	0.492271292682809	0	0	0	0	0	0	0	0	0	1.61875449563585	0	2.54624711231503	0.252991254734315	0	0	0	0	0	0	0	0	0	0	1.00417152456701	4.67364558457002	1.38956997956319	0	0.640278806484891	0.49135043906021	0	0.286744563802742	1.79078569764518	0.161687486545717	0	0.244305309133138	0	0.64209082281174	0	0	0	0	3.34210273887305	0	0.293134526409091	0	9.49169125476219	0.4794318140254	0	0	0	0	0.618947965575986	0.714490678867164	0	0.195294144261698	0.181129104843948	1.27389655451741	0.470473945808628	0	0	0	0	0	0	0.544819115963114	0	1.4448462685186	0.151139240119118	0	0	0	0
V1.UC35.0__NODE_3761_length_8328_cov_3.02937__8328__nrps__ANTISMASH__0_8328	23.7366350150323	1.02625217429427	0	0	2.20452461559313	4.76034367799611	0	1.22000985143177	1.06446591578831	8.55109444762714	1.66838080948218	4.71482000930974	9.49165232308611	12.2358983355187	15.5304610815653	22.0015763024893	0.674923614440952	7.61413092438157	3.78063810802738	4.13548427283602	1.16505779679919	15.2721230342338	0.693189762117587	1.02506447541995	0	0	0	4.75043811034547	3.56109422900402	2.48969850625837	0	9.58226403155838	15.208483061841	0.436852022749403	0.180528835248632	5.4792790623476	0	0.58243091812479	0	0	0	0	4.83679987717853	4.77309789023812	1.73359758606018	7.34356336362148	20.0646303218856	0	2.60911747596742	10.3193253218097	1.23879345068387	5.52339297791715	0.530796200532346	0	0	32.1659042165587	3.39917650336353	0	1.92056354769135	5.35141456961376	0	0	0	0	0	2.4249783687384	0	9.94973293584497	0	6.27420376445209	2.00811925439336	0	1.11769608872149	7.62639884129949	6.11040207826102	11.0474500209592	0	0.471970882294571	7.56502659243321	0	5.93972116213099	5.18935034675515	5.43030844064087	8.06727144789352	0.942841134272767	0.565809152176667	1.58212212437324	0.801075601608578	3.55746742746299	6.90582858399525	4.91849869070141	0
V1.UC35.0__NODE_3750_length_8343_cov_4.01617__8343__nrps__ANTISMASH__0_8343	0.74922402077817	0.735137126371031	0.918866596595039	1.37734475395907	0.898970736803122	0.525082138495549	0.538120614405295	1.43865279880993	0.870904572794171	1.41192366056859	0.623679672208675	0.623812466871242	1.09835408934209	0.69248102120202	0.69014244872682	0.986656916674848	0.669248502856927	0.507691564896819	1.41184471301175	2.35888515773212	2.08390997841103	0.609357477576498	0	0.40973155191666	0	0	0	0	0	0	0	0	0.983640346746515	2.52830533852529	0	0	0	0.544609483381405	0	0.609929975727291	0	1.97871531170489	0.642270679005275	1.85818260547004	1.01594605348862	2.02359525425419	4.87317051408883	0.897922122169782	2.90462519987793	0	0.509294154067705	2.15396630206455	0.397381405792285	0	0	0	1.54139239391395	0	0.340819651341481	0.825318241639692	0	0.873295419543071	0	0	0	0	3.71937594895832	0	0	0.519352854228267	2.88360007250441	1.4967721795974	0.716072123623676	2.69864427733545	1.08426414839218	0.611804520378696	0	2.58397219525768	0.709704156340768	0	1.74849957147619	1.1438185428827	1.09908657463892	1.9995447514955	0.667601523016724	1.31718944447852	1.16600869842271	0.243172686205342	0.427354188216144	0	1.93498193303496	0
V1.UC35.0__NODE_154_length_67301_cov_15.8463__41136__resorcinol__ANTISMASH__24061_65197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC35.0__NODE_1299_length_19589_cov_2.46478__19589__nrps__ANTISMASH__0_19589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC34.0__NODE_3494_length_8370_cov_16.6615__8370__resorcinol__ANTISMASH__0_8370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99044555482178	2.95251051280785	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74696344215987	11.3381673656342	9.81764829619941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73291805087117	0	0	0	0	0	0	0	0	0	0	0	0	0	8.43783517709556	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82869294665082	0
V1.UC34.0__NODE_2685_length_11165_cov_5.31233__11165__microcin__ANTISMASH__0_11165	0	0	6.86198019175515	7.23190620395631	0	5.19962075361767	4.93607028375531	7.10062770563064	6.77971192359565	5.85694259173821	4.85251670132548	3.45707626774268	7.44342638638486	5.41092122248851	5.78073846767377	5.32215711058349	0	7.95243285465367	0	0	7.49949317751736	7.30147070791709	8.26593619627933	0	0	0	0	0	10.3660807695392	7.05771590487374	4.57419890181345	5.27375893438215	4.84105760261834	0	0	0	0	0	0	2.30268654606444	2.0484738660535	0	5.31110101671311	7.10305444765164	0	2.35529210154622	0	1.82781097628283	7.76033662020039	0	7.07551926917838	0	0	0	6.32501870784124	6.28412299170811	6.03946596187498	0	6.52076861015354	4.25701093296192	0	2.43365928116063	0	0	0	0	7.35051541035099	0	0	0	9.83488386360216	6.87123691038906	0	8.08652485873653	6.13831963062597	7.59407498105348	5.84910459105798	0	7.36308895653408	0	9.46454732133479	0	5.21410828782135	7.45413919308189	0	3.77178364926626	13.0473694416013	2.3566532520929	0	0	0	0
V1.UC33.0__NODE_5407_length_7636_cov_2.11859__7636__nrps__ANTISMASH__0_7636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15397625705232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11227869559462	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97000880519559	0	0	0	0	0	0	0	0	0	2.0590409859083	1.15121965047948	0	0	1.30496512849347	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC33.0__NODE_5166_length_7961_cov_1.81533__7961__nrps__ANTISMASH__0_7961	1.10934874363078	0	0	0	0	0	0	1.14593047837724	0	0	0	0	0	0	0	0	0	0	1.43985431971476	1.67322767410932	0.695796800572344	0	1.3826109960472	0	0	0	0	0	0	0	0	0	0.750323272537173	0	0	0	0	0.849689831938352	0	0	0	0	0.985531348536129	4.45171201022579	0	0	0	0	0	0	0	3.11315729375303	0	0	0	0	0	0	0	0	0	5.09947086053013	0	0	0	0	0	0	0	1.47201226055528	0	0.611962361135625	0	6.44551882920326	0	0.98944645143521	0	8.31792575755298	0.616775378739449	0.809363275659371	0	0	0	0	0	0.99338652560476	0	0	0	0	0	0
V1.UC33.0__NODE_4808_length_8485_cov_7.31767__8485__lantipeptide__ANTISMASH__0_8485	5.66043025978335	0.718557175114226	1.24345211683775	1.82525523629292	1.3950113143241	0.705807595554177	0.750744220113074	2.05334927204034	2.45926418181758	7.71704482268502	0.764904166882087	1.61528755338351	2.98960660778865	3.94500137144132	4.4510442082372	6.09069677981866	1.87543780071959	1.71572109645501	1.96499580894613	2.04881060726936	1.60679713547587	2.94094549327998	1.24279733558262	1.32404167945694	0	0	0	0	0.815175010950584	4.53263077111614	0	3.67491409310131	4.83161403266101	18.1100699314638	0	0	0.53744533776061	6.29680389107137	0	1.1820112935002	0	1.40590296574065	2.32842333472488	3.57264132409448	0	0.450542251538754	13.0220981890212	2.03370301716837	3.60192964621286	0	1.88890785297622	1.80777219936344	2.34120970196372	0	0	2.08057010776144	1.84528800955431	0	2.66596661215959	1.11743416599699	0	2.24146914153283	2.1315362403537	19.1889432170675	0	0	4.47243322943058	0	0	1.37414304965621	3.64861385617371	2.56066615801553	1.82154472270559	2.57737373978517	3.09682051346742	4.7512551581572	7.13961363152626	1.09032848652866	1.15311650501684	0	1.00920938796139	1.2834224356689	3.13379285048151	3.33577838533567	1.92602644298474	1.57669915189444	1.3448338660289	0	0.574012114256235	0	3.9613819299903	0
V1.UC33.0__NODE_343_length_50049_cov_8.69982__14580__bacteriocin__ANTISMASH__35469_50049	0	0	0	0	0.392512683738972	0.174078156937744	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222468109474592	0.422814554543999	0	0	0	0	3.70057344149488	0	5.33018581314837	0	0	0	0	0	0	0	0.464146098937227	0.400589450530045	0	0	0	0	0	0.157927034333658	0.296846206716711	0	0	0	0	0	0	0	0.881450636672898	0	0.572022106534732	0	0.49819389016234	3.34002642249523	0	0	0.0777537110718446	0	0	0	0.414105074644863	0	0	6.43442428379224	0	0	0.530880913795607	0	0.363590597887255	0	0.207093636424808	0	5.86181534421478	0.265572600518214	0.261346020067065	0	0	0	0	0	0	0.481625294860203	0.367257343444264	0	0	0	0	0	0
V1.UC33.0__NODE_2561_length_14432_cov_3.06823__14432__nrps__ANTISMASH__0_14432	0	0	0	0	0	0	0	0	1.85958215420963	0	0	0	0	0	0	0	0	0	0.46288530514469	0	0	0.648710932553305	0.621342410831142	0.743874268206255	0	0	0	0	0	0	0	0	0	0	0	0	0	0.661049095227545	0	0	0	0	0	0	0	0	0	0	0	0	0.282641316677618	0.98540888304188	0	0	0	0	0	0	3.68424186749044	0.385614365810098	0	0	0	0	0	0	0	0	0	0	0	0.47208279448853	0	0.956595069838099	0	1.67014749110447	0	0	0	0	0	0	0	0	0	0.275128242420174	0	0	0	0	0	0
V1.UC33.0__NODE_223_length_59851_cov_6.38772__11026__bacteriocin__ANTISMASH__20366_31392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67091353533588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC32.0__NODE_8774_length_5838_cov_1.43109__5838__t1pks__ANTISMASH__0_5838	0.872638957678174	0.360551908054132	0	0	0	0	0	0	0	0.343196605417221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.954298908229592	0.671931763195975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC32.0__NODE_801_length_42245_cov_5.21588__25386__arylpolyene__ANTISMASH__16859_42245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68273281542033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC32.0__NODE_504_length_53181_cov_4.4757__12856__lantipeptide__ANTISMASH__40325_53181	0	0.292171857309712	0	1.20021237897431	0.594453569648972	0.349545432667957	0	0.797268263308954	0.29282317573292	1.11377573441552	0	0.24779501012872	0.429003505384839	0	1.21530343593669	1.26836217244196	0.505251905856678	0.289324796753254	0.413966916809938	0.420974579146993	0.411409394757187	0.682285693137242	0.306845387232324	0.304705238727454	0	0	0	0	0	0.749716178973324	0	0.368357029119976	1.19618317515934	0	0	0	0.346529850619971	0.827318183322654	0	0.324479320142112	0	0.48676738712026	0.414595318043011	1.50252330629871	0	0.621572608255509	7.66490119510638	0.167781289871204	0.762152759610468	0	0.46007041453971	1.01507631023766	0.51262251105072	0	0.316317407906146	0.326997548823021	0.508809812466438	0	0.249482989942348	0.259030355714706	0	2.21362602665034	0.537736797311617	0	0	0	9.21935602017989	0	0	0	0.58075896037846	0.720157753635421	1.23520393022745	1.36710471690293	2.37451101451196	0.658049156554644	0.564844221524619	0.376498876770458	0	0	0.325392552497923	0.452832314875026	0.947679018699639	0.667834728027203	0.943456463074712	0.615148578900085	1.30584951501564	0	0.372570503238859	0	0	0
V1.UC32.0__NODE_4926_length_10643_cov_4.51776__10643__arylpolyene__ANTISMASH__0_10643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30940773844321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC31.4__NODE_4370_length_7836_cov_7.81802__7836__arylpolyene__ANTISMASH__0_7836	0	2.65145926284844	0.43614200396355	0	0.997961062306101	0.339426660764249	0	0	0	0	0	0	0	0	0.451403367620698	1.28245140754238	0.809931609849137	0.57006519801384	0	0	0	0	0.601649082454585	0	0	0	0	0	0	0	0	0	0.878142356779533	0	0	0	0	2.98126849401552	0	0.396431947723939	0	0	0	1.41929382991379	0	0	0	0	0	0	1.21463146061084	11.190626662373	0.820386735852476	0	0	0	0	0	1.19985074538407	0.173441895264282	0	2.38249797915959	0	0	0	0	0	0	0	0	1.41478190224082	0.60981396569922	0	2.0714129936373	1.2497027898921	1.26658994791263	0	0	0	0	0.796211809272097	0.793917132294931	1.02480352504316	0	1.84318228315435	0.443642025454535	0	0	1.35127779187018	0	0	0
V1.UC31.4__NODE_3457_length_9939_cov_9.78936__9939__nrps__ANTISMASH__0_9939	0	0.487463913034811	0.414838357754944	1.52937810651848	0.915551161340099	0.508978276178057	0	1.25982745272689	0.441891257178069	1.07919020411266	0.427830543084872	0.464009241198924	0.415322237299648	0.385362931165192	1.70604064483683	1.64061415523834	0.681627479088461	0.372448199138402	0.681497329666601	1.00471561909924	0.99239540480958	0.812287742332009	0.302032383160875	0.373682956774584	0	0	0	0	0	1.00286403340317	0	0	1.24949221365992	0.844857350023965	0	0	0.453527087758785	0.764377169648861	0	0.303620615009853	0	0.442707812652198	0.553435819080521	1.94349930835861	0	0.766721086490416	3.72710829805338	0.331383141931634	1.53068676681112	0	0.495913845232796	1.4490056491682	1.04138953168279	0	0.618310320340934	0.348011772697594	0.963405744607885	0	0.261398613027739	0.526882577094454	0	3.1742571555817	0.682844790324253	0	0	0	12.6662442156	0	0	0.332911407291222	1.3791081253456	1.02166387461923	1.08583204234206	2.30217416541808	2.22337501630826	0.470764465311014	0.416964008474414	0.996445529068488	0.426826052776354	0	0.701486845576901	0.828067372751043	1.15925359446476	1.38315865478178	1.28458081553143	0.769165757050828	1.79234961441512	0	0.439951704451254	0	0	0
V1.UC31.4__NODE_299_length_67655_cov_5.5245__31052__nrps__ANTISMASH__0_31052	0	0	0	0	0	0	0	0	0	0.463345029905519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.551806421530891	0	0	0	0	0.478491541431911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86741830304574	0	0	1.4117377203922	0	0	0	0	0	0	0	0	0	0.310942390142661	0	0	0	0	0	0	0
V1.UC31.4__NODE_295_length_68091_cov_23.1594__6231__bacteriocin__ANTISMASH__61860_68091	0	0	0.674284057030359	1.15070485980681	0	0	0.203919853834148	0	0	1.07553131392701	0	0.475589442168724	0.530530541835456	0.351250399876272	1.08444169430289	2.21302720676482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92462773899969	0.215713403022383	0	0	0	0	0	0	0	0	0.544720673102751	0	0.535029589884933	0	0	0	0.917070627099628	0	0	0.172938045329279	0.422150722493897	0	0	0	0	0.249121339332226	0	0	0	0	0	0	0	0	0.305611870857983	0	2.14025568896179	0.742277502154091	5.41305023545723	7.7139065135037	10.1213520833954	0.749258352628868	1.115395085888	0	0	0.665000501330193	0.294914312406308	0	0.299669294834561	0.867282820692022	0	0	0	0	0	0
